"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
,"販売費及び一般管理費計","7,110,297","7,664,430","7,716,437","12,906,212","7,519,445","8,420,992","9,488,155","8,422,073","10,326,581","10,318,026","9,976,700","9,149,174"
,"営業利益（損失）","-62,125","2,074,970","154,505","-4,579,150","129,806","2,133,912","1,240,498","-106,080","-1,293,266","-2,306,731","102,984","-2,110,579"
"7111","受取利息","0","0","18","4","0","0","0","0","53","0","0","0"
"7112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","300"
"7118","雑収入","0","1,500","0","435,563","0","0","0","4,300","0","500,000","0","0"
,"営業外収益計","0","1,500","18","435,567","0","0","0","4,300","53","500,000","0","300"
"7511","支払利息","5,226","5,400","5,400","1,095,501","5,400","5,226","0","0","0","5,335","5,138","1,412"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","17,318","0","462,000","-42,000","0","0","0","0","0"
,"営業外費用計","5,226","5,400","5,400","1,112,819","5,400","467,226","-42,000","0","0","5,335","5,138","1,412"
,"経常利益（損失）","-67,351","2,071,070","149,123","-5,256,402","124,406","1,666,686","1,282,498","-101,780","-1,293,213","-1,812,066","97,846","-2,111,691"
