コード,科目名,3年 4月,3年 5月,3年 6月,3年 7月,3年 8月,3年 9月,3年 10月,3年 11月,3年 12月,4年 1月,4年 2月,4年 3月,4年 4月,4年 5月,4年 6月,4年 7月,4年 8月,4年 9月,4年 10月,4年 11月,4年 12月,5年 1月,5年 2月,5年 3月,5年 4月,5年 5月,5年 6月,5年 7月,5年 8月,5年 9月,5年 10月,5年 11月,5年 12月,6年 1月,6年 2月,6年 3月,6年 4月,6年 5月,6年 6月,6年 7月,6年 8月
,売上総利益,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3318000,3808000,3808000,3861000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000,3755000
740,役員報酬,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,給料,558300,551927,558300,553200,548100,558300,559600,564800,564280,554400,554400,560738,2134931,2073569,570475,568113,571000,571000,575741,564763,578449,545485,566400,620792,766875,748802,685103,704461,689300,736804,735354,722851,730914,705109,697576,970163,805911,788911,1061354,1087118,1033260
742,賞与,138000,138000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,154000,154000,154000,154000,154000,154000,136000,136000,136000,136000,136000,136000,170000,170000,170000,170000,170000,170000,141000,141000,141000,141000,141000,141000,198000,198000,198000
743,退職給与,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,法定福利費,181691,182571,295820,182534,182520,185278,185277,185281,324234,185270,185278,183370,185211,77472,200188,77920,77950,83741,85624,85626,230017,84554,84572,85324,115788,115603,245879,115247,123827,121199,121206,121060,282141,120888,120824,120925,121673,121516,311992,165690,173874
745,外注給与,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,福利厚生費,10000,0,0,31518,0,0,0,0,2727,2727,0,0,0,0,21518,0,0,0,0,0,0,0,0,0,0,0,21030,0,0,0,0,0,12727,0,0,0,45455,0,29817,45455,0
751,会議費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,工具器具備品,171286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,0,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,消耗品費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,事務用品費,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,通勤費,12098,10577,13247,13163,10510,13695,13755,14002,12386,11956,13603,14635,14032,11209,14605,8109,11965,14337,13665,13611,12320,11595,13055,15005,13442,12060,14515,11418,12934,13613,12618,13145,11394,12057,13326,10273,12956,13326,23590,24448,22946
757,旅費交通費,0,0,0,0,0,0,0,0,0,0,3454,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,0
758,採用費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,運賃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,通信費,7255,10288,7842,6672,9640,8950,6415,9331,7061,9684,6415,10600,7416,10039,7180,7012,10972,9833,7644,10390,6447,9901,6976,9599,7185,8968,7741,10230,8376,7596,9770,10425,6812,9783,7351,6740,9628,9337,7618,20755,8028
762,水道光熱費,-1485,-7329,-4243,-5822,188,-3368,2035,-5585,-2046,-4523,7297,9796,8855,-489,-33409,23361,26863,24559,20938,17444,17477,19267,22999,21458,16451,15280,13128,14484,17509,16705,16279,10109,11620,10169,13585,13259,13987,11257,9497,13196,16486
765,教育研修費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90909,0,0,0
766,保険料,-268838,201156,201156,201156,201156,204935,203446,203904,200912,200912,202078,202290,204537,204507,-85939,59284,59284,59284,59284,60874,61069,59543,58003,59433,61083,65043,359113,67683,67683,67683,67573,67573,66783,67539,67539,68187,66243,66027,360079,66891,66999
768,減価償却費,585950,585950,585950,585950,585950,585950,585950,585950,585950,585950,585950,585950,581770,581770,581770,581770,581770,581770,581770,581770,581770,581770,581770,581770,579357,579357,579357,610854,610854,610854,610854,610854,610854,610854,610854,610854,606586,583082,583082,583082,583082
769,家賃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,賃借料,41677,41677,41677,41677,41677,41677,41677,41677,41677,41677,41677,43833,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,43041,22586,22586,22586,22586,136,23284
771,修繕費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,清掃整備費,46300,31300,31300,31300,46300,31300,31300,103300,31300,113300,31300,31300,31300,46300,31300,31300,46300,31300,46300,88300,31300,113300,31300,31300,61660,46300,31300,46300,31300,31300,46300,88300,147400,113300,147400,33800,46300,31300,31300,46300,31300
773,租税公課,204000,299300,0,4000,498000,297600,0,0,498000,0,201000,0,204000,298500,20000,0,518250,294050,25350,0,494000,0,201000,0,0,294400,0,291000,0,0,291000,0,291000,0,0,0,0,288250,0,286900,600
774,外注費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,広告宣伝費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,接待交際費,0,0,0,0,5000,0,0,0,0,5000,0,0,0,0,0,0,5000,0,0,0,0,5000,0,0,0,0,0,0,5000,0,0,0,5000,0,0,0,0,1500,0,5000,0
777,諸会費,10250,22250,10250,10250,10250,10250,11500,10250,10250,10250,10250,10250,10250,22250,10250,10250,10250,10250,11500,10250,10250,10250,10250,10250,10250,22250,10250,10250,10250,10250,11500,10250,10250,10250,10250,10250,10250,22250,10250,10250,10250
778,支払手数料,60650,59150,208250,59550,58650,58650,58650,58150,58150,59050,68050,58050,59850,58950,389868,240768,326148,240368,331868,240368,239868,58450,58250,68050,60150,59650,208050,58450,59550,58050,58150,58050,58050,58950,68750,58050,1060850,59650,208550,59250,95500
779,雑  費,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,販売費及び一般管理費,3257134,3626817,3575549,3341148,3823941,3619217,3325605,3397060,3960881,3401653,3536752,3336812,3611193,3556740,111924847,1806092,2442793,2117533,2116725,1870437,2442008,1678156,1813616,1682022,1876342,2146754,2388507,2153418,1849624,1887095,2193645,1925658,2428986,1902940,1941496,2066087,2963425,2250901,2857715,2615644,2263609
,営業利益,60866,308817,-257549,-23148,-505941,-301217,-7605,-79060,-642881,-83653,-218752,-18812,196807,251260,-108063847,1948908,1312207,1637467,1638275,1884563,1312992,2076844,1941384,2072978,1878658,1608246,1366493,1601582,1905376,1867905,1561355,1829342,1326014,1852060,1813504,1688913,791575,1504099,897285,1139356,1491391
800,受取利息,1298,1151,1016,736,832,578,493,427,318,0,108,0,0,0,0,0,128,0,0,0,0,0,80,0,0,0,0,0,110,0,0,0,0,0,71,0,0,0,0,0,1572
801,受取配当金,0,0,20000200,0,0,0,0,0,0,0,0,0,0,0,100000200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,500,0,0
802,受取保険金,5977177,0,0,0,0,0,0,0,0,0,0,0,0,0,16232942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,投資有価証券売却益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,雑収入,1135301,919461,41207654,929849,1086521,898150,885802,875830,1704146,863302,873022,875070,905235,897459,1610132,907862,921470,911355,892904,872455,1698169,855752,618024,630910,648505,657721,21816230,659088,672358,682164,664596,640945,1330441,620028,626725,613608,654477,664197,1369440,695850,663120
,営業外収益,7113776,920612,61208870,930585,1087353,898728,886295,876257,1704464,863302,873130,875070,905235,897459,117843274,907862,921598,911355,892904,872455,1698169,855752,618104,630910,648505,657721,21816430,0,672468,682164,664596,640945,1330441,620028,626796,613608,654477,664197,1369940,695850,664692
830,支払利息,61503,61858,68959,54230,75130,62071,50250,70822,49847,65535,52287,55038,44304,60723,45068,43051,47514,59119,4915,5014,4789,4884,4819,4294,4689,4474,4558,600862,4428,4363,4159,4233,5621,0,0,0,0,0,0,0,0
840,雑損失,921067,488698,1196328,488698,488698,488698,488698,488698,1312333,488698,488698,488083,488294,488294,1183484,488083,488083,488083,488083,488083,1311710,509180,489140,489858,490281,490281,1188561,490281,490281,490281,490281,490281,1188561,490281,490281,489830,499925,499925,1197545,499925,499925
,営業外費用,982570,550556,1265287,542928,563828,550769,538948,559520,1362180,554233,540985,543121,532598,549017,1228552,531134,535597,547202,492998,493097,1316499,514064,493959,494152,494970,494755,1193119,1091143,494709,494644,494440,494514,1194182,490281,490281,489830,499925,499925,1197545,499925,499925
,経常利益,6192072,61239,59686034,364509,17584,46742,339742,237677,-300597,225416,113393,313137,569444,599702,8550875,2325636,1698208,2001620,2038181,2263921,1694662,2418532,2065529,2209736,2032193,1771212,21989804,1169527,2083135,2055425,1731511,1975773,1462273,1981807,1950019,1812691,946127,1668371,1069680,1335281,1656158
900,固定資産売却益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,特別利益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,固定資産除却損,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,特別損失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,税引前当期純利益,6192072,61239,59686034,364509,17584,46742,339742,237677,-300597,225416,113393,313137,569444,599702,8550875,2325636,1698208,2001620,2038181,2263921,1694662,2418532,2065529,2209736,2032193,1771212,21989804,1169527,2083135,2055425,1731511,1975773,1462273,1981807,1950019,1812691,946127,1668371,1069680,1335281,1656158
930,法人税住民税事業税額,0,0,4084040,0,27,0,0,0,0,0,15,0,0,0,20420040,0,18,0,0,0,0,0,11,0,0,0,40,0,15,0,0,0,0,0,9,0,0,0,102,0,239
,当期純利益,6192072,61239,55601994,364509,17557,46742,339742,237677,-300597,225416,113378,313137,569444,599702,-11869165,2325636,1698190,2001620,2038181,2263921,1694662,2418532,2065518,2209736,2032193,1771212,21989764,1169527,2083120,2055425,1731511,1975773,1462273,1981807,1950010,1812691,946127,1668371,1069578,1335281,1655919

