"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","274,068","274,068","274,068","274,068","274,068","274,068","74,134","260,883","260,883","260,883","260,883","260,883"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","532,859","532,859","532,858","532,858","532,858","82,859","539,915","531,899","531,899","531,899","531,899","531,898"
"6216","修繕／車両関係費","135,096","67,315","55,000","22,000","55,000","129,661","234,580","76,236","243,318","236,964","134,000","71,500"
"6217","事務用消耗品費","5,959","1,156","0","30,674","0","5,280","4,131","300","4,209","1,473","0","400"
"6218","通信交通費","16,489","15,666","14,654","2,202","14,577","14,697","14,549","17,659","14,352","15,010","14,435","15,025"
"6219","水道光熱費","359,489","370,288","159,620","561,990","409,222","285,496","522,115","362,419","486,836","332,311","447,200","295,232"
"6221","租税公課","4,000","2,000","2,000","2,000","2,000","2,000","4,000","2,000","2,000","4,000","2,000","2,000"
"6222","寄付金","0","0","0","5,000","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","34,322","34,322","34,322","34,322","34,322","34,322","34,322","35,472","32,912","32,912","32,912","32,912"
"6225","備品消耗品費","449,406","511,445","375,294","415,374","503,991","554,546","1,796,685","391,313","579,366","757,117","343,887","414,278"
"6227","管理諸費","180,584","756,075","224,273","148,004","162,263","145,743","159,615","137,010","190,460","156,571","142,350","339,810"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","10,000","12,000","0","0","0","0","6,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,822,062","6,735,879","5,998,620","6,718,115","5,884,616","5,997,420","7,373,809","5,596,646","6,511,623","7,348,763","6,314,215","6,089,247"
,"営業利益（損失）","3,125,186","328,993","1,405,696","111,862","400,737","1,784,984","-320,412","657,436","749,468","1,972,634","2,210,257","923,819"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","200,000","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","200,000","0","0","0","0","0"
,"経常利益（損失）","3,125,186","328,993","1,405,696","111,862","400,737","1,784,984","-520,412","657,436","749,468","1,972,634","2,210,257","923,819"
