"ｺｰﾄﾞ","勘定科目名"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"
"6223","接待交際費","16,348","0","101,436","3,196","67,382","42,411","64,200","53,236","48,837","20,134","25,645","1,000"
"6224","保険料","0","17,650","872,946","99,010","38,310","212,003","133,710","160,230","38,310","107,250","38,310","38,310"
"6225","備品消耗品費","77,225","61,292","78,822","57,661","91,598","122,432","75,184","39,867","48,121","98,214","42,833","111,403"
"6227","管理諸費","91,800","151,800","171,800","341,800","899,800","341,800","421,800","527,320","341,800","341,800","441,800","341,800"
"6228","寄附金","10,000","0","5,000","45,000","0","0","0","0","0","0","10,000","5,000"
"6229","その他の一般管理費","32,000","32,000","15,500","48,500","32,000","15,500","48,500","32,000","15,500","48,500","32,000","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","4,472","0","0","0","0","0","0","0","0","0"
"6231","雑費","215,538","168,176","198,080","192,558","102,692","121,775","96,431","77,586","163,703","123,226","120,396","142,029"
,"販売費及び一般管理費計","8,620,997","8,508,364","9,566,539","9,250,023","9,665,194","8,290,305","8,474,731","8,302,016","8,530,646","8,287,469","8,469,856","7,818,757"
,"営業利益（損失）","292,512","-40,946","-111,199","1,520,806","415,032","-39,638","203,471","60,972","1,370,669","1,145,988","1,907,061","1,201,407"
"7111","受取利息","0","51","138","0","0","0","0","84","112","2","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","325","19,173","0","0","572,100","0","13,636","0","0","0","0"
,"営業外収益計","0","376","19,311","0","0","572,100","0","13,720","112","2","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","400,000","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","400,000","0","0","0","0","0"
,"経常利益（損失）","292,512","-40,570","-91,888","1,520,806","415,032","532,462","-196,529","74,692","1,370,781","1,145,990","1,907,061","1,201,407"
