"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"6225","備品消耗品費","0","85,364","58,833","127,788","61,690","69,769","106,138","81,920","65,349","537,888","110,510","174,103"
"6227","管理諸費","0","38,190","58,678","126,090","32,490","41,147","32,934","19,349","127,488","32,490","36,766","32,490"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","1,725"
"6229","諸会費","0","7,800","7,800","7,800","7,800","7,800","7,800","7,800","7,800","7,800","7,800","4,300"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","2,642,835","3,006,525","4,438,118","3,425,451","3,387,630","3,119,491","3,111,683","3,292,299","3,787,053","3,337,768","3,445,298"
,"営業利益（損失）","0","1,965,833","1,458,479","817,397","868,243","915,561","1,717,221","1,266,897","1,142,912","558,278","1,321,156","1,449,917"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-10","0","0","0","460","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","-10","0","0","0","460","0","0","0","0","0","0"
,"経常利益（損失）","0","1,965,843","1,458,479","817,397","868,243","915,101","1,717,221","1,266,897","1,142,912","558,278","1,321,156","1,449,917"
