"ｺｰﾄﾞ","勘定科目名","30年 11月","30年 12月","31年  1月","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","2,339,568","1,549,000","1,549,000","1,549,000","1,549,000","1,549,000","1,578,414","1,549,000","1,549,000","1,549,000","1,549,000"
"6312","法定福利費","4,955,357","6,045,230","5,111,253","5,088,989","5,129,120","5,243,667","5,458,472","6,789,237","5,460,704","5,557,961","5,554,065","5,515,301"
"6226","厚生費","3,270,085","2,716,940","2,671,204","2,388,260","3,199,724","2,536,301","2,485,565","2,495,068","3,619,127","2,762,820","7,009,285","2,190,381"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","7,925,962","7,925,962","7,925,962","8,696,716","8,118,648","8,118,648","8,118,648","8,118,648","8,118,648","8,118,648","13,510,596","8,106,006"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","21,152,791","21,153,341","21,125,013","21,124,028","21,125,998","21,149,838","21,146,700","21,207,042","21,151,873","20,218,430","21,838,942","24,684,538"
"6216","修繕／車両関係費","3,012,078","5,187,412","3,064,367","4,789,931","3,266,670","1,930,332","4,646,913","1,389,209","9,069,343","3,799,092","5,916,571","1,705,373"
"6217","事務用消耗品費","129,561","79,576","96,878","42,995","76,701","28,690","115,523","154,629","58,000","123,162","104,351","68,997"
"6218","通信交通費","368,428","239,607","540,384","396,453","191,640","371,013","497,777","186,335","470,451","197,214","504,074","408,344"
"6219","水道光熱費","12,188,797","10,228,083","13,115,506","12,469,994","12,521,197","11,443,565","11,920,872","10,789,940","12,118,905","12,388,806","15,239,531","13,308,668"
"6221","租税公課","49,729","121,365","99,033","60,867","88,746","65,667","46,667","63,833","45,833","49,233","31,827","45,800"
"6222","寄付金","58,000","27,000","14,000","0","5,000","20,000","500","25,000","35,000","48,000","0","38,000"
"6223","接待交際費","25,000","0","21,000","20,000","0","0","0","32,750","1,800","6,144","7,250","0"
"6224","保険料","807,638","807,638","838,868","807,638","807,638","807,638","807,638","807,638","807,638","807,638","839,348","937,507"
"6225","備品消耗品費","8,552,006","11,092,601","8,466,802","7,524,500","9,407,758","9,379,241","8,244,926","11,511,189","9,971,161","8,289,624","28,818,353","10,713,295"
"6227","管理諸費","4,267,051","5,054,115","4,083,509","3,861,103","5,973,306","4,852,136","4,746,058","4,356,107","4,468,394","4,274,280","5,238,265","4,019,513"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","51,500","40,500","44,500","41,500","110,400","179,500","113,500","121,500","108,500","31,500","129,000","136,800"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","28,152","0"
"6231","雑費","9,000","8,866","0","3,000","58,971","1,000","0","0","3,356","441,850","3,000","0"
,"販売費及び一般管理費計","164,091,678","186,040,305","166,152,188","159,903,207","178,677,576","164,603,278","166,983,548","165,424,385","171,639,284","169,621,259","203,146,349","175,411,726"
,"営業利益（損失）","15,790,903","70,018,563","43,364,618","5,555,344","60,754,876","28,272,929","20,253,140","18,616,406","15,909,838","38,766,975","-32,055,622","1,943,509"
"7111","受取利息","0","0","0","0","0","0","0","0","0","275","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","1,615,744","521,683","646,201","362,107","573,571","439,787","449,257","398,864","3,410,826","555,797","433,380","1,084,486"
,"営業外収益計","1,615,744","521,683","646,201","362,107","573,571","439,787","449,257","398,864","3,410,826","556,072","433,380","1,084,486"
"7511","支払利息","122,065","0","0","62,904","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","247","-400","-12,786","-1,192","-998","-684","3,170","-4,293","0","4,238","1,162","-390"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","50,000","0","0","0","0","0","0","0","0","0","3,179,523","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","172,312","-400","-12,786","61,712","-998","-684","3,170","-4,293","0","4,238","3,180,685","-390"
,"経常利益（損失）","17,234,335","70,540,646","44,023,605","5,855,739","61,329,445","28,713,400","20,699,227","19,019,563","19,320,664","39,318,809","-34,802,927","3,028,385"
