ｺｰﾄﾞ,勘定科目名,31年  1月,31年  2月,31年  3月,31年  4月, 1年  5月, 1年  6月, 1年  7月, 1年  8月, 1年  9月, 1年 10月, 1年 11月, 1年 12月, 1年 12月累計
,売上総利益,"15,147,011","12,057,532","16,761,647","14,785,183","14,583,447","14,014,715","13,933,387","19,090,706","13,538,951","12,035,435","12,546,115","15,198,037","39,779,587"
6111,給与手当,"1,533,184","1,588,550","1,695,992","1,691,070","1,837,067","1,902,847","2,031,957","2,180,677","2,104,609","1,822,800","1,822,300","1,884,300","5,529,400"
6311,雑給,"3,460,038","2,678,982","3,540,838","3,359,939","3,417,425","3,202,270","3,097,709","3,100,159","2,831,174","2,823,925","2,945,626","3,218,265","8,987,816"
6112,旅費交通費,"123,377","132,913","136,798","121,995","129,850","126,958","121,634","111,940","102,145","93,025","102,316","107,949","303,290"
6113,広告宣伝費,"1,153,951","1,203,956","1,535,078","1,457,885","1,190,520","1,203,770","1,266,666","1,445,263","1,222,312","1,010,866","1,037,956","1,174,577","3,223,399"
6114,販売促進費,"73,239","73,077","102,545","112,970","104,423","85,025","119,657","113,758","97,457","94,757","91,599","168,370","354,726"
6115,荷造発送費,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,外注費,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,支払手数料,"736,111","579,899","766,755","687,339","720,517","721,435","712,668","862,809","767,164","653,391","654,101","808,706","2,116,198"
6118,,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,役員報酬,0,0,0,0,0,0,0,0,0,0,0,0,0
6232,,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,事務員給与,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,従業員賞与,"101,000","101,000","101,000","101,000","101,000","-213,848","101,000","101,000","101,000","101,000","101,000","782,845","984,845"
6312,法定福利費,"373,830","373,830","373,926","373,926","400,573","441,385","434,233","413,196","423,100","409,300","372,835","622,196","1,404,331"
6226,厚生費,"202,153","207,456","242,097","151,853","133,585","92,261","85,297","49,572","760,495","97,899","216,402","309,480","623,781"
6119,退職金,0,0,0,0,0,0,0,0,0,0,0,0,0
6214,減価償却費,"453,895","453,895","453,895","453,895","453,895","453,895","453,895","453,895","844,830","434,817","434,817","434,817","1,304,451"
6234,,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,地代家賃,"549,740","549,740","549,740","549,740","549,740","549,740","549,740","549,740","549,740","549,067","549,067","549,067","1,647,201"
6216,修繕／車両関係費,"86,389","611,882","191,478","80,310","90,296","115,500","409,500","756,086","288,000","66,000","321,076","235,636","622,712"
6217,事務用消耗品費,0,0,0,0,698,119,0,0,0,0,0,0,0
6218,通信交通費,"34,855","31,120","24,899","27,028","31,539","21,216","29,665","21,002","29,577","25,101","17,344","25,897","68,342"
6219,水道光熱費,"876,853","707,299","864,289","859,282","845,741","681,896","897,245","795,190","1,166,231","732,799","746,964","564,975","2,044,738"
6221,租税公課,"2,000","2,000","8,000",0,"4,000",0,"4,000","4,000",0,"4,000",0,"4,000","8,000"
6222,寄付金,0,0,0,0,0,0,"30,000","6,666",0,"13,000","8,000",0,"21,000"
6223,接待交際費,0,0,0,0,0,0,0,0,0,0,0,0,0
6224,保険料,"48,658","48,658","48,658","48,658","48,658","48,658","48,658","48,658","48,658","81,128","78,568","78,568","238,264"
6225,備品消耗品費,"651,609","616,726","1,140,060","739,520","808,023","846,907","656,650","950,319","790,316","607,859","942,207","1,238,834","2,788,900"
6227,管理諸費,"203,065","191,250","834,648","204,017","203,323","194,399","217,114","210,472","194,399","195,839","198,454","197,552","591,845"
6228,リース／レンタル料,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,諸会費,0,0,0,0,"14,000",0,"50,000",0,0,0,0,0,0
6313,,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,,0,0,0,0,0,0,0,0,0,0,0,0,0
6314,貸倒償却,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,雑費,0,0,0,0,0,0,356,0,0,0,0,0,0
,販売費及び一般管理費計,"10,663,947","10,152,233","12,610,696","11,020,427","11,084,873","10,474,433","11,317,644","12,174,402","12,321,207","9,816,573","10,640,632","12,406,034","32,863,239"
,営業利益（損失）,"4,483,064","1,905,299","4,150,951","3,764,756","3,498,574","3,540,282","2,615,743","6,916,304","1,217,744","2,218,862","1,905,483","2,792,003","6,916,348"
7111,受取利息,0,0,0,0,0,0,0,0,0,0,0,0,0
7112,為替差益,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,ＬＬＰ収入,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,受取配当金,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,雑収入,0,0,0,0,0,0,0,0,0,0,0,0,0
,営業外収益計,0,0,0,0,0,0,0,0,0,0,0,0,0
7511,支払利息,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,手形売却損,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,為替差損,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,現金過不足,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,ＬＬＰ損失,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,繰延資産償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,雑損失,0,0,0,0,0,0,0,0,0,0,0,0,0
,営業外費用計,0,0,0,0,0,0,0,0,0,0,0,0,0
,経常利益（損失）,"4,483,064","1,905,299","4,150,951","3,764,756","3,498,574","3,540,282","2,615,743","6,916,304","1,217,744","2,218,862","1,905,483","2,792,003","6,916,348"
