"ｺｰﾄﾞ","勘定科目名"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"
"6217","事務用消耗品費","19,641","21,767","21,319","9,416","17,426","36,858","0","0","0","15,051","19,362","24,191"
"6218","通信交通費","134,789","278,790","172,416","188,124","106,689","279,373","204,875","152,792","276,439","248,267","227,442","239,609"
"6219","水道光熱費","203,546","232,383","240,662","221,178","197,692","201,993","189,170","203,187","221,395","277,134","237,272","236,457"
"6221","租税公課","10,163","0","0","0","0","0","0","0","0","9,744","0","0"
"6222","寄付金","0","0","24,655","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","49,000","0","0","0","0","26,488","46,588","35,400","0","0","0","2,945"
"6224","保険料","0","0","0","74,390","74,390","74,390","74,390","74,390","74,390","74,390","74,390","74,390"
"6225","備品消耗品費","84,396","131,100","32,337","125,806","1,194,484","556,724","81,819","987,543","15,316","-481,166","321,584","374,025"
"6227","管理諸費","235,591","266,591","685,591","356,400","236,573","203,725","236,573","202,590","186,658","249,958","261,744","286,658"
"6228","リース／レンタル料","1,726,500","1,726,500","1,731,500","1,726,500","1,781,500","1,726,500","1,726,500","1,726,500","1,731,500","1,726,500","3,095,542","2,876,696"
"6229","諸会費","10,000","10,000","10,000","10,000","17,200","10,000","10,000","10,000","90,000","24,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","2,071,927","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","42,033,284","47,402,739","41,898,751","33,702,152","42,792,952","41,779,320","40,039,072","40,942,018","44,646,013","38,319,263","46,074,392","49,788,444"
,"営業利益（損失）","-1,555,030","-1,578,299","-3,525,886","12,953,168","-1,180,288","73,566","1,920,375","3,034,930","-194,343","8,688,310","2,177,138","-655,050"
"7111","受取利息","4","4","783","1,148","4","4","4","4","608","1,075","4","4"
"7112","為替差益等","0","0","0","0","0","0","0","0","0","107,108","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","433,612","30,713","30,477","30,477","623,043","30,477","106,557","30,528","30,477","1,463,650","48,658","39,568"
,"営業外収益計","433,616","30,717","31,260","31,625","623,047","30,481","106,561","30,532","31,085","1,571,833","48,662","39,572"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損等","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","5,480","0","438","0","0"
,"営業外費用計","0","0","0","0","0","0","0","5,480","0","438","0","0"
,"経常利益（損失）","-1,121,414","-1,547,582","-3,494,626","12,984,793","-557,241","104,047","2,026,936","3,059,982","-163,258","10,259,705","2,225,800","-615,478"
