"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","25,157,867","25,791,804","26,200,255","25,610,807","25,546,759","25,848,341","25,656,488","26,169,367","25,596,705","25,918,598","26,917,327","27,415,364"
"6216","修繕／車両関係費","2,555,264","662,751","1,834,454","555,379","5,700,423","879,331","176,267","4,362,117","2,498,706","1,509,852","4,805,153","3,721,119"
"6217","事務用消耗品費","61,107","63,829","38,076","57,011","26,279","30,755","33,703","16,369","45,494","20,201","30,142","68,808"
"6218","通信交通費","320,291","1,253,420","372,701","1,154,647","700,561","676,257","278,520","1,219,507","720,329","294,479","1,164,043","1,458,647"
"6219","水道光熱費","8,549,626","9,983,101","10,342,259","12,106,560","11,943,458","10,333,184","10,619,834","11,458,517","11,820,337","12,794,647","16,304,150","17,547,053"
"6221","租税公課","52,600","296,400","31,400","74,790","34,600","82,500","89,400","4,686,500","73,584","1,183,800","3,203,300","1,319,000"
"6222","寄付金","0","4,000","7,000","42,000","0","0","49,000","20,000","0","200,000","100,000","0"
"6223","接待交際費","781,303","1,086,615","1,933,051","1,614,751","369,276","1,225,931","651,865","1,032,787","902,045","1,883,414","686,414","1,617,270"
"6224","保険料","779,857","855,227","698,887","728,177","757,207","750,707","667,947","657,907","660,387","677,637","745,447","798,985"
"6225","備品消耗品費","7,201,457","9,693,282","11,355,925","6,514,438","6,426,292","7,448,254","8,501,141","7,644,261","7,816,406","7,666,955","14,043,473","13,384,139"
"6227","管理諸費","3,068,653","7,966,436","4,652,601","3,885,945","6,294,913","4,018,348","4,120,287","6,116,848","8,136,999","6,840,554","5,100,418","2,806,432"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","322,800","160,300","139,800","287,600","51,800","160,300","578,102","343,800","456,800","265,000","204,500","413,300"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","39,580","0","3,214","0","0","5,900","10,000","12,908","0","36,500","19,400","3,957"
,"販売費及び一般管理費計","171,637,803","186,784,365","196,504,337","183,490,938","176,518,890","182,930,070","185,648,695","214,341,724","194,005,358","199,676,176","210,881,288","181,368,845"
,"営業利益（損失）","-3,136,087","-12,516,753","26,332,232","-14,459,865","-67,556,846","-12,292,247","-16,895,470","-33,333,802","-34,320,117","-17,904,587","-18,401,828","102,339,811"
"7111","受取利息","2,103,091","833,481","833,344","833,350","1,884,290","833,663","833,415","4,186","4,200","4,196","5,314","200,012"
"7112","為替差益","2,567,311","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","10,000,000","890","0","0","0","30,000,000","0","1,593","0","2,000,000","267"
"7118","雑収入","770,283","2,161,411","452,454","1,712,591","481,059","4,143,519","520,367","2,972,371","2,236,279","1,405,155","559,028","331,581,083"
,"営業外収益計","5,440,685","12,994,892","1,286,688","2,545,941","2,365,349","4,977,182","31,353,782","2,976,557","2,242,072","1,409,351","2,564,342","331,781,362"
"7511","支払利息","-163,142","684,897","256,652","674,263","968,443","786,409","810,271","880,101","245,893","976,721","873,094","894,092"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-6,857","29,819","-34,456","979","-673","38,916","21,160","11,877","368","-440","-12,233","57,262"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","3,304","31,719,936","0","0","0","18,920","0","0","0"
,"営業外費用計","-169,999","714,716","222,196","678,546","32,687,706","825,325","831,431","891,978","265,181","976,281","860,861","951,354"
,"経常利益（損失）","2,474,597","-236,577","27,396,724","-12,592,470","-97,879,203","-8,140,390","13,626,881","-31,249,223","-32,343,226","-17,471,517","-16,698,347","433,169,819"
