"ｺｰﾄﾞ","勘定科目名"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"
"6111","給与手当","0","0","1,054,400","1,094,200","1,148,200","1,062,700","1,145,700","1,366,065","1,166,475","1,167,200","1,162,600","1,167,200"
"6311","雑給","0","0","3,058,566","2,806,116","3,462,793","3,237,624","2,808,577","3,297,088","2,642,658","2,695,458","2,525,565","2,774,502"
"6112","旅費交通費","0","0","67,936","80,529","85,630","86,419","62,630","104,105","86,948","94,839","78,417","51,380"
"6113","広告宣伝費","0","0","1,077,098","749,388","939,618","1,133,346","901,511","1,251,745","861,946","876,493","927,794","764,197"
"6114","販売促進費","0","0","87,899","56,980","106,527","73,847","83,920","69,276","79,162","47,913","66,220","75,267"
"6115","荷造発送費","0","0","736","0","769","736","0","0","0","737","0","3,182"
"6116","外注費","0","0","0","11,275","73,525","104,300","14,550","46,100","35,134","59,959","0","25,275"
"6117","支払手数料","0","0","714,390","721,781","865,463","815,606","576,421","756,225","666,769","675,327","692,249","690,030"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","57,833","57,833","-224,895","57,833","57,833","57,833","57,833","57,833","-149,165","57,833"
"6312","法定福利費","0","0","411,517","432,450","464,273","401,595","383,052","326,299","326,506","299,764","320,268","308,678"
"6226","厚生費","0","0","36,727","137,935","156,700","100,445","181,246","73,775","62,402","145,667","127,819","70,519"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","172,936","172,936","172,936","172,936","172,936","172,936","172,936","172,936","172,936","172,936"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","765,794","765,794","765,794","765,794","765,794","682,462","682,462","682,462","682,462","682,462"
"6216","修繕／車両関係費","0","0","768,390","131,000","408,784","167,000","1,404,400","310,600","101,200","66,182","140,500","214,700"
"6217","事務用消耗品費","0","0","0","0","0","0","800","0","2,100","0","0","4,080"
"6218","通信交通費","0","0","28,909","27,468","21,275","31,145","24,884","23,533","18,626","17,347","31,054","30,927"
"6219","水道光熱費","0","0","757,374","709,937","663,174","781,559","684,023","744,158","695,239","841,893","707,479","950,234"
"6221","租税公課","0","0","0","1,000","5,466","1,000","2,000","2,000","1,000","2,000","1,000","3,000"
"6222","寄付金","0","0","5,000","0","20,000","0","0","0","0","0","0","10,000"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","27,818"
"6224","保険料","0","0","0","120,000","65,847","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","0","0","354,271","372,549","541,224","306,436","320,545","575,902","522,917","387,445","358,171","296,834"
"6227","管理諸費","0","0","276,784","287,194","282,293","254,447","286,255","249,475","324,216","262,005","284,205","546,173"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","2,000","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","9,696,560","8,736,365","10,025,396","9,614,768","9,937,077","10,169,577","8,566,529","8,615,460","8,189,574","8,987,227"
,"営業利益（損失）","0","0","663,047","958,749","3,165,753","1,265,101","-2,034,174","1,898,183","-394,742","303,304","1,430,785","608,396"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","2,200","-800"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","2,200","-800"
,"経常利益（損失）","0","0","663,047","958,749","3,165,753","1,265,101","-2,034,174","1,898,183","-394,742","303,304","1,428,585","609,196"
