"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"6312","法定福利費","238,368","159,408","140,615","143,225","137,925","84,630","86,593","84,074","83,393","84,102","125,850","125,850"
"6226","厚生費","54,313","97,584","76,020","154,998","70,107","29,167","134,489","81,800","-13,545","5,000","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","95,642","95,642","95,642","-54,294","92,488","92,488","92,488","92,488","92,488","92,488","92,488","92,488"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","797,222","797,222","797,222","811,111","796,364","796,364","796,364","796,364","796,364","796,364","796,364","586,364"
"6216","修繕／車両関係費","78,500","27,500","112,859","217,000","34,800","60,455","76,859","33,000","47,455","0","18,000","0"
"6217","事務用消耗品費","0","25,565","11,914","0","226","3,261","12,044","0","500","1,182","0","0"
"6218","通信交通費","2,702","28,017","3,502","25,397","14,163","3,503","14,335","25,933","4,003","25,385","14,538","3,503"
"6219","水道光熱費","432,030","588,867","477,174","660,746","553,765","621,575","380,653","485,271","409,053","523,724","378,257","401,421"
"6221","租税公課","6,000","3,000","2,000","3,000","2,000","0","8,000","3,000","2,000","2,000","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","27,700","27,700","27,700","27,700","32,560","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","520,430","494,420","372,616","1,606,344","391,188","508,695","875,493","319,637","444,869","376,891","168,797","153,490"
"6227","管理諸費","103,265","126,275","106,556","114,117","99,265","127,965","122,920","329,237","99,397","156,862","79,346","42,501"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","3,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,742,538","6,282,081","6,148,829","7,462,762","5,521,216","5,663,118","6,977,194","5,964,423","5,735,484","5,944,602","3,865,445","3,409,532"
,"営業利益（損失）","595,081","232,133","569,645","-1,426,879","174,033","-118,347","2,394,000","1,434,693","255,269","492,769","-2,549,505","-2,282,276"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","-762","762","0","0","0","2,460","-570","0","-570","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","216,666","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","-762","217,428","0","0","0","2,460","-570","0","-570","0"
,"経常利益（損失）","595,081","232,133","570,407","-1,644,307","174,033","-118,347","2,394,000","1,432,233","255,839","492,769","-2,548,935","-2,282,276"
