"ｺｰﾄﾞ","勘定科目名","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"
,"営業利益（損失）","940,257","6,837,446","2,681,195","2,503,041","4,332,352","2,557,738","4,883,015","932,694","-237,130","1,041,391","2,339,789","3,100,864"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","206,405","204,463","205,630","205,186","206,545","205,615","204,462","206,230","201,236","204,206","204,103","204,659"
,"営業外収益計","206,405","204,463","205,630","205,186","206,545","205,615","204,462","206,230","201,236","204,206","204,103","204,659"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,146,662","7,041,909","2,886,825","2,708,227","4,538,897","2,763,353","5,087,477","1,138,924","-35,894","1,245,597","2,543,892","3,305,523"
