"ｺｰﾄﾞ","勘定科目名"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"
,"営業利益（損失）","1,123,654","411,599","-1,326,132","535,092","743,524","1,316,927","1,272,409","1,523,778","613,708","314,793","708,071","851,472"
"7111","受取利息","0","0","0","0","26","12","0","0","0","0","39","11"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","1,111","140","0","0","0","0","0","500","0","0","0"
,"営業外収益計","0","1,111","140","0","26","12","0","0","500","0","39","11"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","400,000","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","400,000","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,123,654","412,710","-1,325,992","135,092","743,550","1,316,939","1,272,409","1,523,778","614,208","314,793","708,110","851,483"
