"ｺｰﾄﾞ","勘定科目名","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","1,554","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","687,339","720,517","721,435","712,668","862,809","767,164","653,391","654,101","808,706","776,174","650,928","771,225"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","101,000","101,000","-213,848","101,000","101,000","101,000","101,000","101,000","782,845","101,000","101,000","101,000"
"6312","法定福利費","373,926","400,573","441,385","434,233","413,196","423,100","409,300","372,835","622,196","416,452","365,531","403,553"
"6226","厚生費","151,853","133,585","92,261","85,297","49,572","760,495","97,899","216,402","309,480","369,780","314,520","80,433"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","453,895","453,895","453,895","453,895","453,895","844,830","434,817","434,817","434,817","434,817","434,817","434,817"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","549,740","549,740","549,740","549,740","549,740","549,740","549,067","549,067","549,067","549,067","549,067","549,067"
"6216","修繕／車両関係費","80,310","90,296","115,500","409,500","756,086","288,000","66,000","321,076","235,636","124,000","168,435","77,000"
"6217","事務用消耗品費","0","698","119","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","27,028","31,539","21,216","29,665","21,002","29,577","25,101","17,344","25,897","29,929","21,385","19,310"
"6219","水道光熱費","859,282","845,741","681,896","897,245","795,190","1,166,231","732,799","746,964","564,975","738,258","586,457","771,262"
"6221","租税公課","0","4,000","0","4,000","4,000","0","4,000","0","4,000","4,000","0","2,000"
"6222","寄付金","0","0","0","30,000","6,666","0","13,000","8,000","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","48,658","48,658","48,658","48,658","48,658","48,658","81,128","78,568","78,568","78,568","78,568","78,568"
"6225","備品消耗品費","739,520","808,023","846,907","656,650","950,319","790,316","607,859","942,207","1,238,834","827,914","967,732","653,825"
"6227","管理諸費","204,017","203,323","194,399","217,114","210,472","194,399","195,839","198,454","197,552","204,339","215,604","195,279"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","14,000","0","50,000","0","0","0","0","0","20,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","356","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","11,020,427","11,084,873","10,474,433","11,317,644","12,174,402","12,321,207","9,816,573","10,640,632","12,418,872","11,522,357","10,686,648","10,819,899"
,"営業利益（損失）","3,764,756","3,498,574","3,540,282","2,615,743","6,916,304","1,217,744","2,218,862","1,905,483","2,952,445","3,957,252","2,054,740","4,343,126"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","3,764,756","3,498,574","3,540,282","2,615,743","6,916,304","1,217,744","2,218,862","1,905,483","2,952,445","3,957,252","2,054,740","4,343,126"
