"ｺｰﾄﾞ","勘定科目名"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"
"6222","寄付金","0","0","0","0","0","0","24,252","0","0","0","0","0"
"6223","接待交際費","0","50","0","0","44,800","0","0","0","0","0","4,491","49,982"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","0","0"
"6225","備品消耗品費","30,965","110,963","248,977","5,135","56,637","6,598","4,514","81,186","94,293","15,350","76,722","109,025"
"6227","管理諸費","356,892","225,803","240,131","718,788","237,233","262,288","236,206","220,306","234,420","234,677","236,535","197,806"
"6228","リース／レンタル料","1,728,500","1,677,733","1,723,500","1,973,500","1,743,500","1,743,500","1,748,500","1,743,500","1,743,500","1,744,113","1,743,500","1,839,500"
"6229","諸会費","90,000","24,000","10,000","10,000","10,000","10,000","10,000","10,000","17,200","10,000","10,000","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","3,275,382","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","42,108,764","39,207,540","42,436,364","46,229,869","39,340,304","43,629,415","38,835,188","41,324,560","37,439,108","37,983,039","36,157,002","32,644,337"
,"営業利益（損失）","6,227,477","10,218,908","2,437,326","-2,962,667","5,276,366","389,631","74,824","3,492,810","179,927","1,755,512","2,523,391","7,704,667"
"7111","受取利息","356","2,286","4","4","4","4","468","1,177","4","4","4","177"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","223,275","87,156","700,477","30,477","51,577","1,059,935","30,477","30,477","30,677","4,441,869","30,477","30,477"
,"営業外収益計","223,631","89,442","700,481","30,481","51,581","1,059,939","30,945","31,654","30,681","4,441,873","30,481","30,654"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","6,451,108","10,308,350","3,137,807","-2,932,186","5,327,947","1,449,570","105,769","3,524,464","210,608","6,197,385","2,553,872","7,735,321"
