ｺｰﾄﾞ,勘定科目名,30年  2月,30年  3月,30年  4月,30年  5月,30年  6月,30年  7月,30年  8月,30年  9月,30年 10月,30年 11月,30年 12月,31年  1月,31年  1月累計
6219,水道光熱費,"26,246","21,127","21,665","16,581","20,529","19,094","7,064","23,662","53,155","50,457","38,550","20,104","232,615"
6221,租税公課,0,0,"40,100","1,200",0,"140,000","40,800",0,0,"78,000","2,600",0,"261,400"
6222,寄付金,0,0,0,0,0,0,0,0,0,0,0,0,0
6223,接待交際費,"7,128","13,194","9,636",0,0,"13,754","1,000",0,"23,056",0,0,0,"37,810"
6224,保険料,"4,897","4,897","4,897","4,897","4,897","4,897","4,897","4,897","4,897","334,147","4,897","-44,293","319,236"
6225,備品消耗品費,"11,223","17,249","8,763","3,538,031","2,000","73,461","67,601","368,178","562,726","752,201","45,844","201,187","2,073,198"
6227,管理諸費,"208,641","205,185","20,000","438,148","205,185","287,777","483,333","218,758","236,546","255,185","238,737","248,878","2,174,399"
6228,諸会費,"20,000","9,000","24,000","15,600",0,0,"2,000",0,"7,000",0,0,"12,000","21,000"
6229,,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,,0,0,0,0,0,0,0,0,0,0,0,0,0
6314,貸倒償却,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,雑費,0,0,0,0,0,0,0,0,0,0,0,0,0
,販売費及び一般管理費計,"2,033,043","2,563,851","2,021,959","8,515,461","2,668,359","2,563,257","2,603,887","2,627,711","4,262,394","8,018,688","3,032,760","3,608,574","29,385,630"
,営業利益（損失）,"-1,668,593","-2,160,240","-1,574,340","-8,328,406","-2,567,656","-2,555,757","-1,421,257","28,453,470","-4,780,323","-9,981,583","-1,282,260","-6,458,380","-593,746"
7111,受取利息,14,61,0,20,0,0,48,86,0,0,0,0,134
7112,受取手数料,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,受取配当金,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,雑収入,0,0,0,229,"2,300","2,886","1,307","1,221","24,555","37,670","2,578","1,644","74,161"
,営業外収益計,14,61,0,249,"2,300","2,886","1,355","1,307","24,555","37,670","2,578","1,644","74,295"
7511,支払利息,0,0,0,"207,397",0,0,0,0,0,0,0,0,0
7518,手形売却損,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,貸倒償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,繰延資産償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,雑損失,0,0,0,0,0,0,0,0,0,0,0,0,0
,営業外費用計,0,0,0,"207,397",0,0,0,0,0,0,0,0,0
,経常利益（損失）,"-1,668,579","-2,160,179","-1,574,340","-8,535,554","-2,565,356","-2,552,871","-1,419,902","28,454,777","-4,755,768","-9,943,913","-1,279,682","-6,456,736","-519,451"
