"ｺｰﾄﾞ","勘定科目名"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"
"6214","減価償却費","282,749","282,749","282,749","282,749","-41,380","210,293","210,293","210,293","210,293","210,293","210,293","210,293"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,283,333","1,283,333","1,283,333","1,283,333","1,254,629","1,231,818","1,231,818","1,231,818","1,231,818","1,231,818","1,231,818","1,231,818"
"6216","修繕／車両関係費","0","0","123,000","386,840","282,820","33,000","51,000","44,000","85,800","77,000","22,000","0"
"6217","事務用消耗品費","16,102","0","0","0","0","0","0","0","0","0","2,142","3,173"
"6218","通信交通費","24,365","5,982","22,967","4,455","30,344","13,245","4,662","14,718","23,839","4,261","22,843","13,992"
"6219","水道光熱費","607,041","987,119","638,204","1,015,492","921,311","1,001,122","538,301","726,947","553,052","775,300","475,777","611,580"
"6221","租税公課","0","1,000","0","0","0","0","1,000","0","0","0","0","0"
"6222","寄付金","500","0","0","3,000","0","0","0","0","0","0","20,000","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","12,000","12,000","12,000","12,000","12,000","17,560","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","308,287","263,776","327,367","270,777","491,048","283,591","379,406","509,485","212,791","127,648","186,524","84,784"
"6227","管理諸費","352,682","414,804","322,928","196,204","226,732","215,096","210,534","202,749","194,934","362,367","164,591","86,247"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","12,000","0","0","0","0","0","0","0","24,000","0","2,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","8,000","0","0","0"
,"販売費及び一般管理費計","8,280,134","7,628,863","8,089,762","8,743,096","8,347,422","7,797,797","8,018,398","8,953,978","8,063,376","7,868,396","6,601,609","5,191,038"
,"営業利益（損失）","1,253,836","457,498","-311,049","998,225","-107,863","-1,280,079","-541,332","-1,109,920","-655,453","-1,949,737","-2,798,966","-5,060,465"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","3,019","4,653","3,630","2,029","3,427","5,544","4,116","3,356","4,081","5,471","3,880","3,720"
,"営業外収益計","3,019","4,653","3,630","2,029","3,427","5,544","4,116","3,356","4,081","5,471","3,880","3,720"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","5,000","0","0","200","0","0","0","3,861","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","5,000","0","0","200","0","0","0","3,861","0"
,"経常利益（損失）","1,256,855","462,151","-307,419","995,254","-104,436","-1,274,535","-537,416","-1,106,564","-651,372","-1,944,266","-2,798,947","-5,056,745"
