"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
"6113","広告宣伝費","296,400","367,473","604,700","433,270","190,400","206,525","195,025","217,025","465,070","306,980","186,525","199,417"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","222,556","287,402","222,903","232,572","372,602","252,241","197,594","445,546","186,146","219,303","187,219","169,396"
"6116","コンペ参加諸費","17,882","13,171","59,882","6,959","32,827","17,882","11,638","40,565","24,292","29,227","13,064","42,121"
"6117","プレイ器具費","218,054","10,855","3,910","50,209","0","1,810,000","0","56,170","35,432","18,460","0","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","315,000","315,000","315,000","315,000","315,000","315,000","285,000","285,000","285,000","285,000","285,000","285,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","1,136,214","1,049,882","1,148,046","1,220,823","1,038,441","929,569","1,036,247","1,048,352","1,120,411","955,934","1,100,479","1,084,007"
"6213","従業員賞与","89,000","89,000","89,000","89,000","-192,794","89,000","89,000","89,000","89,000","89,000","-163,005","89,000"
"6312","法定福利費","343,222","162,701","176,729","199,682","199,506","174,550","199,944","199,943","198,960","200,880","199,428","160,974"
"6226","厚生費","3,680","3,680","62,916","3,680","7,498","31,741","3,680","3,680","28,920","3,680","3,680","0"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","370,000","370,000","360,930","351,000","351,000","351,000","412,000","412,000","412,000","412,000","412,000","412,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","5,455","5,455","66,636","5,455","5,455","5,455","5,455","5,455","5,455","5,455","867,438","5,455"
"6216","修繕費","630,195","86,440","63,646","73,775","30,560","80,570","30,000","49,600","0","0","52,600","30,000"
"6217","事務用消耗品費","19,990","19,745","22,766","31,761","27,900","20,729","11,414","22,855","26,613","26,764","25,093","25,036"
"6218","通信交通費","29,395","23,333","32,708","35,696","23,317","29,618","36,812","24,661","28,934","35,505","31,682","29,476"
"6219","水道光熱費","182,542","145,261","251,996","169,544","235,710","251,147","372,821","468,551","448,543","282,570","245,792","157,725"
"6221","租税公課","0","170,000","56,000","0","54,350","148,000","6,050","171,450","0","0","263,300","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","6,363","0","0","6,000","0","46,827","37,780","12,127","60,664","6,973"
"6224","保険料","0","0","140,720","347,350","34,360","0","44,310","97,440","0","0","0","0"
"6225","備品消耗品費","217,853","50,897","40,834","22,912","41,118","24,910","34,813","3,509","9,794","12,670","19,729","37,028"
"6227","管理諸費","45,900","45,900","85,900","45,900","367,060","45,900","85,900","156,760","45,900","45,900","95,900","45,900"
"6228","寄附金","5,000","0","20,000","0","0","18,182","5,000","1,818","0","0","5,000","0"
"6229","その他の一般管理費","0","33,000","16,500","16,500","16,500","0","33,000","16,500","16,500","0","33,000","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","67,401","51,712","66,528","54,188","54,037","82,023","152,437","149,332","155,974","176,010","92,485","101,268"
,"販売費及び一般管理費計","4,891,481","4,003,197","4,585,310","4,450,227","3,888,430","5,597,699","3,979,678","4,694,721","4,336,651","3,857,837","4,935,277","3,699,637"
,"営業利益（損失）","-348,598","631,350","421,564","1,465,198","1,029,230","-1,446,345","586,738","-388,552","272,563","950,072","162,860","467,282"
"7111","受取利息","0","0","168","0","0","0","0","0","88","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","22","0","0","0","27,273","0","0","0","0","283,000"
,"営業外収益計","0","0","190","0","0","0","27,273","0","88","0","0","283,000"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","2,830","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","2,830","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-348,598","631,350","418,924","1,465,198","1,029,230","-1,446,345","614,011","-388,552","272,651","950,072","162,860","750,282"
