ｺｰﾄﾞ,勘定科目名,30年  2月,30年  3月,30年  4月,30年  5月,30年  6月,30年  7月,30年  8月,30年  9月,30年 10月,30年 11月,30年 12月,31年  1月,31年  1月累計
7114,受取配当金,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,雑収入,0,0,"10,000",0,0,0,0,0,0,0,0,0,0
,営業外収益計,0,0,"10,000",0,0,0,0,0,0,0,0,0,0
7511,支払利息,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,手形売却損,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,為替差損,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,現金過不足,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,ＬＬＰ損失,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,繰延資産償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,雑損失,0,0,0,0,0,0,0,0,0,0,0,0,0
,営業外費用計,0,0,0,0,0,0,0,0,0,0,0,0,0
,経常利益（損失）,"-2,906,843","-4,195,886","-2,673,018","-3,652,897","-7,251,350","-4,403,375","-3,823,838","-5,482,290","-5,186,621","-3,470,843","-3,214,483","-4,502,179","-16,374,126"
