"ｺｰﾄﾞ","勘定科目名"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"
,"販売費及び一般管理費計","2,687,257","2,328,744","2,874,739","2,566,171","2,288,181","2,153,462","2,599,391","2,430,511","1,990,379","2,248,729","2,371,930","2,591,650"
,"営業利益（損失）","495,158","-417,410","-54,142","784,906","-1,104,376","-510,764","-47,188","-317,904","-1,879,588","-673,921","-911,203","141,728"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","1,921"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","1,921"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","495,158","-417,410","-54,142","784,906","-1,104,376","-510,764","-47,188","-317,904","-1,879,588","-673,921","-911,203","143,649"
