"ｺｰﾄﾞ","勘定科目名"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","10,000","10,000","58,000","10,000","10,000"
"6312","法定福利費","0","0","0","0","0","0","0","113,496","113,496","113,496","113,496","113,496"
"6226","厚生費","0","0","0","0","0","0","0","34,540","63,104","3,500","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","99,231","99,231","107,531","99,231","99,231"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","677,540","677,540","677,540","677,540","677,540"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","0","97,100"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","0","0","0","0","0","0","0","56,844","34,827","3,124","57,823","34,390"
"6219","水道光熱費","0","0","0","0","0","0","0","950,651","341,358","367,405","470,232","475,543"
"6221","租税公課","0","0","0","0","0","0","0","0","0","1,000","0","600"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","120,000","60,000","60,000","60,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","102,842","102,253","59,485","69,272","98,454"
"6227","管理諸費","0","0","0","0","0","0","0","72,769","66,729","68,127","70,027","74,052"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","3,730,404","3,560,601","3,814,928","3,319,235","4,001,262"
,"営業利益（損失）","0","0","0","0","0","0","0","1,157,551","1,538,135","6,443,426","4,498,982","1,905,481"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","36"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","36"
,"経常利益（損失）","0","0","0","0","0","0","0","1,157,551","1,538,135","6,443,426","4,498,982","1,905,445"
