"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","687,205","653,705","632,360","622,378","626,481","656,406","604,862","542,128","624,753","559,418","576,668","576,359"
"6112","旅費交通費","9,158","0","0","0","0","0","0","273","0","0","0","0"
"6113","広告宣伝費","73,500","78,500","120,690","116,341","234,000","478,500","109,200","287,173","527,200","109,200","124,200","119,200"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","179,710","228,911","412,166","441,900","506,202","166,399","184,395","385,465","161,166","258,990","150,670","111,037"
"6116","コンペ参加諸費","11,988","30,136","13,691","0","13,445","27,293","20,384","19,144","39,688","0","0","12,527"
"6117","プレイ器具費","33,000","25,000","37,263","242,087","31,300","2,819,000","76,750","27,000","25,000","25,000","25,000","25,000"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","252,000","252,000","291,528","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000","252,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","1,083,360","1,009,728","1,059,237","1,042,467","984,778","1,073,189","1,039,167","949,188","973,847","1,036,483","1,090,097","1,076,801"
"6213","従業員賞与","62,000","62,000","-106,570","50,000","50,000","57,565","50,000","50,000","50,000","50,000","50,000","50,000"
"6312","法定福利費","173,254","173,066","106,150","210,583","203,349","159,851","203,129","390,552","203,257","203,511","203,691","203,658"
"6226","厚生費","6,555","17,851","6,555","14,988","9,282","15,021","39,951","6,555","6,555","38,555","6,555","6,555"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","182,000","182,000","282,738","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","677,307","677,307","690,496","677,307","677,306","1,854,427","677,306","677,306","677,306","677,306","677,306","677,306"
"6216","修繕費","0","92,593","128,741","160,000","9,551","40,000","0","55,000","0","58,000","0","0"
"6217","事務用消耗品費","13,962","13,331","22,815","7,840","7,539","21,840","13,154","18,590","14,054","6,905","5,584","21,413"
"6218","通信交通費","58,711","56,855","43,922","61,356","55,591","56,636","53,645","50,727","54,048","62,570","53,391","53,473"
"6219","水道光熱費","168,728","144,797","156,643","142,009","116,816","158,667","170,530","158,023","157,314","132,989","119,940","129,621"
"6221","租税公課","77,000","0","6,000","0","0","77,000","0","0","77,000","0","0","75,800"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","11,461","17,031","2,111","11,522","-185","7,121","0","0","0","0","5,000","0"
"6224","保険料","0","0","329,826","0","33,760","0","176,960","60,780","51,060","0","0","0"
"6225","備品消耗品費","23,187","235,507","33,357","18,273","40,320","44,334","33,951","421,733","41,341","32,763","36,172","41,017"
"6227","管理諸費","70,800","70,800","130,800","70,800","589,250","70,800","314,200","70,800","70,800","70,800","150,800","70,800"
"6228","寄付金","0","0","30,000","5,000","5,000","0","0","0","0","0","0","0"
"6229","その他の一般管理費","17,000","17,000","17,217","16,783","17,000","17,000","17,000","17,000","17,000","17,000","15,500","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","1,028","0","0","0","0","0","0","0","0","0"
"6231","雑費","59,720","4,553","13,560","28,932","15,236","7,914","5,668","41,232","6,532","86,479","10,918","14,800"
,"販売費及び一般管理費計","3,931,606","4,042,671","4,462,324","4,362,566","4,648,021","8,230,963","4,212,252","4,650,669","4,199,921","3,847,969","3,723,492","3,702,867"
,"営業利益（損失）","462,352","124,555","-205,448","535,049","-452,769","-4,317,305","13,622","-693,269","541,417","527,446","1,000,067","1,106,978"
"7111","受取利息","0","40","8","0","0","0","0","37","15","0","0","0"
"7112","受入家賃","30,000","30,000","30,000","30,000","30,000","30,000","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","903,060","-853,400","0","112","0","396,630","706,364","0","0","75,000","0"
,"営業外収益計","30,000","933,100","-823,392","30,000","30,112","30,000","396,630","706,401","15","0","75,000","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","-80","-370","-1,310","460","1,300","10","-570","80","399,450","840","-1,570","0"
,"営業外費用計","-80","-370","-1,310","460","1,300","10","-570","80","399,450","840","-1,570","0"
,"経常利益（損失）","492,432","1,058,025","-1,027,530","564,589","-423,957","-4,287,315","410,822","13,052","141,982","526,606","1,076,637","1,106,978"
