"ｺｰﾄﾞ","勘定科目名"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"
"6211","役員報酬","570,000","570,000","570,000","570,000","570,000","570,000","570,000","770,000","570,000","462,000","462,000","462,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","2,226,796","2,127,263","2,234,146","2,187,062","2,216,476","2,153,023","2,313,023","2,154,421","2,090,103","2,068,681","2,104,775","2,191,582"
"6213","従業員賞与","188,000","188,000","-497,113","188,000","188,000","188,000","-164,000","188,000","129,921","188,000","188,000","188,000"
"6312","法定福利費","399,772","400,026","399,699","335,041","694,917","399,856","648,874","608,614","487,258","352,008","641,232","456,345"
"6226","厚生費","59,620","9,380","9,380","5,700","9,380","9,380","101,313","9,380","24,836","19,918","-2,020","3,680"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","697,000","697,000","697,000","697,000","697,000","697,000","791,013","552,467","552,467","552,467","552,467","552,467"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","664,372","647,706","1,546,053","665,888","665,888","665,888","727,069","832,783","832,783","832,783","832,783","832,783"
"6216","修繕費","794,455","0","76,964","140,300","41,510","159,879","61,666","105,000","273,760","91,500","72,727","5,100"
"6217","事務用消耗品費","55,671","39,497","43,096","43,814","54,471","67,168","31,020","70,245","50,681","47,552","61,627","12,094"
"6218","通信交通費","28,934","41,882","31,682","29,476","36,071","35,471","34,594","53,960","31,108","37,674","27,966","34,687"
"6219","水道光熱費","668,031","426,439","388,798","269,228","327,886","236,506","259,695","287,954","315,112","266,990","411,489","331,407"
"6221","租税公課","0","0","285,800","0","236,000","48,500","113,400","80,716","79,066","79,516","79,066","80,116"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","37,780","12,127","80,290","6,973","16,348","0","101,436","3,196","67,382","42,411","64,200","53,236"
"6224","保険料","-20,330","82,893","0","0","0","17,650","872,946","99,010","38,310","212,003","133,710","160,230"
"6225","備品消耗品費","56,174","58,119","44,346","59,549","77,225","61,292","78,822","57,661","91,598","122,432","75,184","39,867"
"6227","管理諸費","91,800","91,800","191,800","91,800","91,800","151,800","171,800","341,800","899,800","341,800","421,800","527,320"
"6228","寄附金","20,000","0","10,000","0","10,000","0","5,000","45,000","0","0","0","0"
"6229","その他の一般管理費","32,000","15,500","48,500","32,000","32,000","32,000","15,500","48,500","32,000","15,500","48,500","32,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","4,472","0","0","0","0","0"
"6231","雑費","303,328","323,122","186,258","210,360","215,538","168,176","198,080","192,558","102,692","121,775","96,431","77,586"
,"販売費及び一般管理費計","9,414,072","8,026,824","9,007,048","7,749,619","8,620,997","8,508,364","9,566,539","9,250,023","9,665,194","8,290,305","8,474,731","8,302,016"
,"営業利益（損失）","570,720","1,811,309","1,776,050","1,644,891","292,512","-40,946","-111,199","1,520,806","415,032","-39,638","203,471","60,972"
"7111","受取利息","115","0","0","0","0","51","138","0","0","0","0","84"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","533,000","0","325","19,173","0","0","572,100","0","13,636"
,"営業外収益計","115","0","0","533,000","0","376","19,311","0","0","572,100","0","13,720"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","700","0","0","0","0","0","0","0","0","0","400,000","0"
,"営業外費用計","700","0","0","0","0","0","0","0","0","0","400,000","0"
,"経常利益（損失）","570,135","1,811,309","1,776,050","2,177,891","292,512","-40,570","-91,888","1,520,806","415,032","532,462","-196,529","74,692"
