"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"6314","貸倒償却","0","0","0","135,898","0","0","0","0","0","0","0","0"
"6231","雑費","1,336","10,361","65,000","0","39,580","0","3,214","0","0","5,900","10,000","12,908"
,"販売費及び一般管理費計","178,091,888","192,829,699","159,695,208","128,623,067","171,637,803","186,784,365","196,504,337","183,490,938","176,518,890","182,930,070","185,648,695","209,656,190"
,"営業利益（損失）","-33,143,078","-31,999,751","-48,123,660","25,720,758","-3,136,087","-12,516,753","26,332,232","-14,459,865","-67,556,846","-12,292,247","-16,895,470","-28,661,660"
"7111","受取利息","833,348","833,356","835,047","919,425","2,103,091","833,481","833,344","833,350","1,884,290","833,663","833,415","4,186"
"7112","為替差益","0","0","0","2,358,508","2,567,311","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","9,490,200","0","0","-75,400","0","10,000,000","890","0","0","0","30,000,000","0"
"7118","雑収入","15,106,013","1,615,769","4,553,200","10,907,810","770,283","2,161,411","452,454","1,712,591","481,059","4,143,519","520,367","2,972,371"
,"営業外収益計","25,429,561","2,449,125","5,388,247","14,110,343","5,440,685","12,994,892","1,286,688","2,545,941","2,365,349","4,977,182","31,353,782","2,976,557"
"7511","支払利息","90,769","539,332","545,381","1,612,659","-163,142","684,897","256,652","674,263","968,443","786,409","810,271","880,101"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","2,888","8,900","5,750","15,593","-6,857","29,819","-34,456","979","-673","38,916","21,160","11,877"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","10,469,679","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","6,556,804","0","0","0","3,304","31,719,936","0","0","0"
,"営業外費用計","93,657","548,232","551,131","18,654,735","-169,999","714,716","222,196","678,546","32,687,706","825,325","831,431","891,978"
,"経常利益（損失）","-7,807,174","-30,098,858","-43,286,544","21,176,366","2,474,597","-236,577","27,396,724","-12,592,470","-97,879,203","-8,140,390","13,626,881","-26,577,081"
