"ｺｰﾄﾞ","勘定科目名"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"
"6225","備品消耗品費","65,536","44,884","57,857","50,399","38,670","49,660","70,326","38,573","248,078","19,110","0","70,945"
"6227","管理諸費","39,698","46,126","40,048","39,447","39,646","39,447","38,048","41,367","40,047","29,576","0","36,828"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","10,000","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","6,050","0","0","0"
,"販売費及び一般管理費計","2,962,425","2,958,971","3,131,782","2,580,942","2,709,000","2,791,622","2,408,061","2,553,286","2,906,187","2,474,509","2,193,779","2,204,076"
,"営業利益（損失）","-98,965","302,477","-748,539","-1,155,910","-89,933","-900,079","-346,988","-375,058","-213,163","-1,796,606","-2,206,315","174,449"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","94,500","34,000","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","94,500","34,000","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-98,965","302,477","-748,539","-1,155,910","-89,933","-900,079","-346,988","-375,058","-213,163","-1,702,106","-2,172,315","174,449"
