"ｺｰﾄﾞ","勘定科目名"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"
"6115","荷造発送費","20,083","19,273","32,490","27,929","22,790","24,828","21,967","18,994","32,273","22,326","33,477","17,396"
"6116","外注費","574,896","504,400","1,197,700","417,800","510,055","-93,700","564,060","509,805","404,160","451,418","1,080,670","860,230"
"6117","支払手数料","4,198,397","4,936,856","4,448,018","4,405,846","4,631,758","4,290,799","6,134,073","6,061,278","5,663,914","5,870,598","6,111,197","5,956,874"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,363,874","1,304,119","1,304,119","1,304,119","1,304,119","1,304,119"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","600,000","147,450","600,000","600,000","600,000","-2,400,000","850,000","850,000","4,474,892","850,000","850,000","850,000"
"6312","法定福利費","1,431,187","1,349,086","1,376,246","2,940,162","1,186,072","1,866,188","2,267,235","1,549,460","1,513,344","3,198,796","1,580,973","1,550,402"
"6226","厚生費","0","2,040,325","147,284","0","30,000","2,853","16,100","77,218","223,497","34,573","34,164","54,537"
"6119","退職金","700,000","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","479,000","479,000","479,000","479,000","479,000","583,266","567,461","567,461","567,461","567,461","567,461","567,461"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909","1,123,636","425,109","1,125,109","1,125,109","1,143,655","1,143,655","1,152,000"
"6216","修繕費／車両関係費","0","0","0","0","0","0","0","105,000","0","0","0","0"
"6217","事務用消耗品費","18,483","12,858","23,015","15,934","22,065","3,135","17,940","17,655","34,392","15,540","33,138","16,922"
"6218","通信交通費","162,486","260,467","205,926","205,133","249,330","174,616","227,386","164,973","311,224","203,733","146,706","105,319"
"6219","水道光熱費","216,714","206,781","125,866","155,476","143,681","63,656","146,610","139,599","129,070","151,691","150,037","146,669"
"6221","租税公課","0","11,600","0","9,000","0","16","9,000","0","600","9,000","0","0"
"6222","寄付金","0","0","0","0","0","10,000","0","0","0","0","25,414","0"
"6223","接待交際費","9,588","0","8,565","67,605","0","0","0","0","71,982","7,564","10,000","0"
"6224","保険料","77,060","77,060","77,060","77,060","77,060","77,060","108,480","77,060","77,060","77,060","77,060","86,420"
"6225","備品消耗品費","18,818","205,242","93,720","507,208","57,067","222,071","458,204","600,492","17,791","16,892","380,946","28,790"
"6227","管理諸費","238,158","394,837","223,568","197,491","267,491","224,991","141,923","186,882","677,082","104,481","260,782","107,082"
"6228","リース／レンタル料","3,185,043","3,313,857","3,548,582","3,617,569","3,629,710","3,534,890","4,240,932","3,369,458","3,035,051","3,135,427","3,159,186","4,059,617"
"6229","諸会費","17,200","10,000","10,000","10,000","90,000","12,000","10,000","10,000","10,000","10,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","2,903,364","0","0","0","0","0","4,575,976"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","55,852,732","57,020,588","56,458,199","53,394,695","52,498,898","47,078,258","58,345,392","58,990,152","67,293,273","64,384,049","60,398,624","65,066,794"
,"営業利益（損失）","5,895,246","893,315","9,559,653","1,244,286","3,096,608","19,353,377","1,339,841","5,093,269","4,669,083","7,199,608","5,775,549","22,600"
"7111","受取利息","4","47","4","4","586","1,092","4","4","4","4","701","845"
"7112","為替差益等","0","0","0","0","0","105,398","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","30,477","30,477","30,477","48,659","30,477","30,710","30,477","30,477","30,477","30,477","30,477","40,477"
,"営業外収益計","30,481","30,524","30,481","48,663","31,063","137,200","30,481","30,481","30,481","30,481","31,178","41,322"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損等","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","4,200","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","4,200","0","0","0","0","0","0","0"
,"経常利益（損失）","5,925,727","923,839","9,590,134","1,292,949","3,123,471","19,490,577","1,370,322","5,123,750","4,699,564","7,230,089","5,806,727","63,922"
