"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"6219","水道光熱費","343,202","460,048","310,976","366,718","317,676","386,367","305,408","396,882","381,741","228,640","181,719","357,305"
"6221","租税公課","0","0","0","0","0","1,000","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","50,000","25,000","25,000"
"6225","備品消耗品費","191,837","50,857","86,185","157,894","56,738","76,550","68,160","35,539","7,170","7,178","140,446","176,792"
"6227","管理諸費","5,287","5,287","98,887","189,887","66,575","61,287","33,287","0","0","0","5,287","45,287"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","1,000","1,000","1,000","1,000","31,000","1,000","1,000","1,000","0","2,000","31,000","1,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,847,474","2,936,242","2,731,992","3,258,009","2,925,302","2,698,992","2,821,457","2,783,996","2,233,945","2,015,829","2,646,184","3,109,568"
,"営業利益（損失）","-682,474","-1,373,756","-880,059","-488,936","-780,849","-667,569","-943,557","-619,564","-2,227,464","-2,029,854","-659,204","-210,710"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-198","0","0","0","1,100","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","-198","0","0","0","1,100","0","0","0","0","0","0"
,"経常利益（損失）","-682,474","-1,373,558","-880,059","-488,936","-780,849","-668,669","-943,557","-619,564","-2,227,464","-2,029,854","-659,204","-210,710"
