"ｺｰﾄﾞ","勘定科目名"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"
"6311","雑給","449,791","1,891,298","1,208,274","1,251,302","1,049,533","1,064,902","835,282","914,002","830,140","612,017","779,290","1,032,539"
"6112","旅費交通費","53,195","215,569","53,189","76,408","77,482","69,553","68,477","59,673","65,331","72,190","40,263","79,079"
"6113","広告宣伝費","0","732,176","331,612","-102,834","63,173","125,565","75,862","64,429","372,370","74,629","205,295","211,233"
"6114","販売促進費","6,000","67,420","41,710","74,096","41,722","16,000","41,938","50,317","46,952","16,047","42,970","16,000"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","673,780","440,397","374,717","378,373","266,947","214,563","265,615","310,123","306,985","337,316","298,663","318,982"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","50,000","0","0","0"
"6312","法定福利費","78,456","99,456","127,476","127,476","127,476","144,762","147,090","147,090","147,090","177,912","177,912","175,016"
"6226","厚生費","26,961","15,289","0","0","0","144,755","0","0","0","23,482","106,600","135,400"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","2,550,955","460,394","460,394","460,394","460,394","460,394","460,394"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000"
"6216","修繕／車両関係費","126,400","485,000","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","19,226","0","0","198","0","0","7,331","5","0","0","0","0"
"6218","通信交通費","0","23,083","6,201","7,686","6,975","6,748","6,188","3,733","19,905","24,231","10,659","5,475"
"6219","水道光熱費","2,394","83,871","347,888","293,577","368,053","304,720","438,008","362,297","350,921","368,463","483,351","326,025"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","30,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","15,000","15,000","0","0","0","0","0","0","0","0"
"6225","備品消耗品費","2,308,169","3,089,012","246,975","122,539","23,931","570,038","79,049","120,992","101,589","91,180","278,443","207,721"
"6227","管理諸費","35,846","66,003","55,861","63,325","63,981","64,301","64,301","64,300","86,017","64,301","83,121","64,301"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","5,000","0","0","3,600","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,926,718","8,427,574","3,897,903","3,396,146","3,181,873","6,365,862","3,578,535","3,648,355","4,150,694","3,635,162","4,279,961","4,345,165"
,"営業利益（損失）","-4,927,162","-1,609,483","-1,994,567","436,762","-881,239","-4,676,558","-1,078,782","-493,061","-422,470","-873,952","-1,759,378","-659,696"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","360,000","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","360,000","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","-1,914","0","0","0","0","1,127","-1","0","23,620"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","41,666","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","-1,914","0","41,666","0","0","1,127","-1","0","23,620"
,"経常利益（損失）","-4,927,162","-1,249,483","-1,994,567","438,676","-881,239","-4,718,224","-1,078,782","-493,061","-423,597","-873,951","-1,759,378","-683,316"
