"ｺｰﾄﾞ","勘定科目名"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"
,"売上総利益","7,875,111","8,015,191","7,433,513","7,811,187","5,997,425","5,256,993","8,718,048","11,073,600","15,152,054","10,979,415","5,720,673","9,508,951"
"6111","給与手当","2,311,500","2,316,500","2,306,500","2,296,546","2,006,243","2,345,173","1,712,000","1,728,000","1,763,000","1,764,008","1,718,000","1,678,100"
"6311","雑給","1,955,880","1,681,723","1,482,243","1,697,904","1,759,924","1,771,923","1,984,538","2,246,918","2,881,321","2,842,847","2,419,105","2,517,805"
"6112","旅費交通費","109,239","115,138","112,944","114,448","90,412","91,613","96,606","94,888","100,975","105,839","87,293","94,693"
"6113","広告宣伝費","1,245,403","711,695","722,437","778,208","529,570","606,690","667,781","907,078","1,278,930","848,343","634,648","998,157"
"6114","販売促進費","636,565","249,024","191,613","185,673","193,117","215,887","225,243","209,157","110,618","247,318","149,512","225,170"
"6115","荷造発送費","0","0","6,000","1,500","0","1,091","0","0","10,660","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","369,450","326,542","362,327","428,296","276,981","243,880","401,290","458,849","586,342","708,784","277,333","400,354"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","165,000","0","0","0","0","0","160,000","0","0","0"
"6312","法定福利費","433,035","433,035","442,220","409,097","409,097","404,437","358,909","358,909","380,824","358,909","370,241","362,262"
"6226","厚生費","66,789","10,665","91,364","28,480","10,410","1,727","8,455","56,794","10,182","195,309","16,361","115,249"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","206,217","206,217","206,217","206,217","206,217","276,798","216,391","216,391","216,391","216,391","216,391","216,391"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,930,000","1,930,000","1,930,000","1,930,000","1,930,000","1,930,000","1,930,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000"
"6216","修繕／車両関係費","188,412","33,000","23,000","2,220,782","106,500","0","0","0","0","30,000","0","0"
"6217","事務用消耗品費","4,250","395","0","4,105","1,222","0","1,427","1,300","864","4,728","0","0"
"6218","通信交通費","3,903","23,010","22,631","15,984","15,388","23,296","16,161","38,993","15,668","30,604","15,989","22,059"
"6219","水道光熱費","404,241","475,568","418,146","522,196","555,987","633,626","459,936","544,862","488,124","742,184","703,989","684,279"
"6221","租税公課","2,000","3,000","2,000","3,000","1,000","0","2,000","5,000","5,000","3,000","0","3,000"
"6222","寄付金","20,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","30,000","30,000","30,000","30,000","30,000","60,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","627,779","612,387","651,413","501,980","548,823","708,473","570,893","388,231","722,323","581,381","392,948","427,644"
"6227","管理諸費","377,436","503,637","352,333","369,077","321,483","332,028","324,908","437,113","325,619","367,063","320,756","351,349"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","3,216","0","0","1,078","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","10,925,315","9,661,536","9,518,388","11,744,571","8,992,374","9,646,642","9,006,538","10,222,483","11,586,841","11,576,708","9,852,566","10,626,512"
,"営業利益（損失）","-3,050,204","-1,646,345","-2,084,875","-3,933,384","-2,994,949","-4,389,649","-288,490","851,117","3,565,213","-597,293","-4,131,893","-1,117,561"
"7111","受取利息","0","0","0","0","0","100","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","4,428","3,222","4,985","3,331","4,360","3,610","3,901","3,247","5,054","3,554","4,887","3,707"
,"営業外収益計","4,428","3,222","4,985","3,331","4,360","3,710","3,901","3,247","5,054","3,554","4,887","3,707"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","108,060"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","-16","1","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","-16","1","0","0","108,060"
,"経常利益（損失）","-3,045,776","-1,643,123","-2,079,890","-3,930,053","-2,990,589","-4,385,939","-284,589","854,380","3,570,266","-593,739","-4,127,006","-1,221,914"
