"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"6117","支払手数料","744,657","493,931","1,294,901","815,150","555,817","948,913","609,559","530,507","572,241","676,087","537,184","587,435"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","6,716,329","0","0","0","1,302,083","1,302,083","1,302,083","1,302,083","0","-3,438,332","0","-1,220,000"
"6312","法定福利費","2,946,078","1,998,321","2,015,741","2,090,660","1,973,268","1,925,634","1,821,882","1,906,946","1,906,946","1,846,297","1,810,016","1,810,016"
"6226","厚生費","111,425","45,854","51,053","49,706","50,295","122,084","282,907","95,705","55,321","37,309","131,912","110,691"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,186,461","1,186,461","1,186,461","1,186,461","1,186,461","1,186,461","1,186,461","1,186,461","1,186,461","-1,541,569","704,479","704,479"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","3,821,636","3,821,636","3,823,454","3,828,908","3,821,636","3,821,636","3,821,636","3,821,636","3,773,636","3,821,636","3,821,636","3,827,636"
"6216","修繕／車両関係費","0","40,500","0","0","0","108,000","0","0","12,941","0","60,000","5,000"
"6217","事務用消耗品費","0","0","71,340","6,181","0","0","0","0","6,440","0","0","0"
"6218","通信交通費","44,143","208,754","186,254","323,154","213,161","222,930","322,551","49,627","382,757","212,195","42,740","392,845"
"6219","水道光熱費","244,805","270,004","311,778","306,143","275,661","246,069","237,541","260,083","288,475","354,781","323,547","300,327"
"6221","租税公課","13,000","173,600","10,600","2,000","13,600","12,000","6,000","11,000","21,000","19,000","12,000","2,000"
"6222","寄付金","0","12,000","0","0","0","0","0","0","0","20,000","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","2,162","0","1,000","0"
"6224","保険料","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","60,000","30,000","30,000"
"6225","備品消耗品費","356,582","367,464","137,901","507,962","315,647","307,875","244,651","223,430","285,207","225,839","349,107","315,125"
"6227","管理諸費","251,481","253,981","860,379","189,088","257,963","411,645","321,330","256,481","62,690","53,091","77,572","62,690"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","40,000","0","0","10,000","0","10,000","0","0","0","0","0","40,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","1,336","0","0","0","0","0"
,"販売費及び一般管理費計","34,023,322","25,362,084","25,688,902","27,813,786","25,470,479","26,405,151","25,295,251","25,641,207","21,538,541","15,910,155","23,772,947","23,504,623"
,"営業利益（損失）","-5,460,911","1,224,751","1,455,152","1,589,053","7,601,932","-1,461,426","-764,475","987,853","3,507,317","12,769,802","2,404,913","988,456"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224","3,231","7,326","3,482","5,784"
,"営業外収益計","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224","3,231","7,326","3,482","5,784"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","25","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","1,167,429","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","6,556,804","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","7,724,258","0","0"
,"経常利益（損失）","-5,450,745","1,230,076","1,463,165","1,592,765","7,610,959","-1,456,957","-760,676","992,077","3,510,548","5,052,870","2,408,395","994,240"
