"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"6218","通信交通費","0","9,444","8,450","2,980","5,482","8,481","0","13,904","8,439","2,980","10,905","0"
"6219","水道光熱費","0","342,430","379,538","345,836","389,973","339,790","357,352","381,067","402,119","372,332","405,216","414,290"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","30,000","15,000","32,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","0","368,758","27,672","14,917","31,261","20,324","31,051","353,052","356,656","34,704","78,624","13,372"
"6227","管理諸費","0","0","0","0","0","2,673","0","0","1,720","3,440","3,440","3,440"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","5,000","0","0","0","0","0","0","0","6,000","6,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","10,000","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","4,243,136","3,943,745","4,136,636","5,040,121","4,397,894","4,644,024","4,101,721","4,507,854","4,602,824","4,565,978","4,877,763"
,"営業利益（損失）","0","199,993","449,856","1,202,429","-192,526","-110,212","1,061,797","546,234","547,453","710,067","1,205,244","1,107,900"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","199,993","449,856","1,202,429","-192,526","-110,212","1,061,797","546,234","547,453","710,067","1,205,244","1,107,900"
