"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
"6312","法定福利費","0","521,478","157,825","249,427","289,840","289,840","677,544","310,765","279,586","354,705","327,042","0"
"6226","厚生費","60,000","0","0","0","0","0","0","1,018","0","8,985","15,909","0"
"6119",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","277,000","391,572","136,880"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","32,728","16,364","16,364","16,364","16,364","16,364","0","0","16,364","0","39,757","14,545"
"6216","修繕費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","28,753","14,659","15,153","336","15,356","30,548","0","13,820","14,020","15,329","28,346","0"
"6219","水道光熱費","132,714","86,696","78,338","0","81,338","145,749","0","96,779","97,226","82,612","137,033","0"
"6221","租税公課","26,300","0","0","0","0","0","0","0","0","0","218,100","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","1,620","0","0","0","1,000","0","0"
"6224","保険料","4,040","201,500","0","0","0","48,210","0","0","69,990","0","178,280","-140,880"
"6225","備品消耗品費","56,324","22,950","26,280","14,797","58,227","117,856","31,131","28,164","30,649","88,581","524,989","7,578"
"6227","管理諸費","0","22,273","6,364","40,000","0","8,636","0","1,818","0","43,200","0","0"
"6228","諸会費","0","0","0","0","0","0","0","0","0","0","6,000","0"
"6229","清掃・衛生費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,221,765","3,538,117","3,021,671","3,345,054","3,403,220","3,499,456","4,468,213","3,911,309","3,314,960","3,824,701","2,611,417","2,447,758"
,"営業利益（損失）","-240,952","-183,709","885,796","832,223","671,581","523,632","-414,198","385,922","1,564,276","195,017","1,595,846","1,351,065"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","受取手数料","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","3,298","7,191","7,984","14,789","0","0","4,953","162,709","3,776","7,427","13,501","0"
,"営業外収益計","3,298","7,191","7,984","14,789","0","0","4,953","162,709","3,776","7,427","13,501","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-237,654","-176,518","893,780","847,012","671,581","523,632","-409,245","548,631","1,568,052","202,444","1,609,347","1,351,065"
