"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"6228","リース／レンタル料","1,723,500","1,758,360","1,753,267","1,723,500","1,837,500","1,723,500","1,723,500","1,728,500","1,723,500","1,723,500","1,723,500","1,723,500"
"6229","諸会費","10,000","10,000","92,000","10,000","10,000","10,000","10,000","10,000","10,000","17,200","10,000","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","2,953,037","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","45,782,875","44,367,122","39,321,707","48,642,494","49,801,643","51,063,067","52,335,906","54,454,408","51,934,144","43,806,487","32,909,807","46,416,905"
,"営業利益（損失）","11,098,840","9,594,257","16,475,472","270,754","-3,606,388","-4,998,229","-5,218,459","-10,897,362","-6,537,940","4,939,249","18,102,874","888,325"
"7111","受取利息","4","538","1,566","4","4","4","4","576","1,916","4","4","4"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","30,478","31,478","31,723","30,477","30,477","30,663","30,477","30,977","30,477","30,477","30,477","30,477"
,"営業外収益計","30,482","32,016","33,289","30,481","30,481","30,667","30,481","31,553","32,393","30,481","30,481","30,481"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","500","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","500","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","11,129,322","9,626,273","16,508,261","301,235","-3,575,907","-4,967,562","-5,187,978","-10,865,809","-6,505,547","4,969,730","18,133,355","918,806"
