"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
,"販売費及び一般管理費計","8,418,326","13,037,843","8,140,674","8,901,094","9,090,444","8,742,106","8,627,094","7,740,208","7,900,359","8,658,650","5,718,700","5,047,352"
,"営業利益（損失）","1,733,263","-1,870,323","5,482,967","2,163,917","175,023","1,582,698","7,772,454","5,752,547","2,848,425","1,633,407","-4,568,104","-3,606,081"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","319,676","0","0","0","102,273","0","0","0","458,455","0","0"
,"営業外収益計","0","319,676","0","0","0","102,273","0","0","0","458,455","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,733,263","-1,550,647","5,482,967","2,163,917","175,023","1,684,971","7,772,454","5,752,547","2,848,425","2,091,862","-4,568,104","-3,606,081"
