"ｺｰﾄﾞ","勘定科目名"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"
"6114","販売促進費","0","0","0","0","0","0","0","17,178","23,142","37,646","19,085","19,390"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","3,000","20,577","49,762","5,500","0"
"6117","支払手数料","0","0","0","0","0","0","0","274,330","288,646","338,353","272,006","309,406"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","52,000","52,000","36,300","52,000","52,000"
"6312","法定福利費","0","0","0","0","0","0","0","165,080","165,080","201,264","165,080","137,030"
"6226","厚生費","0","0","0","0","0","0","0","11,733","100,851","75,733","120,913","11,733"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","45,217","45,217","45,217","45,217","45,217"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","797,291","797,291","797,291","797,291","797,291"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","20,500","0","73,000","1,017,170","28,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","364","14,725"
"6218","通信交通費","0","0","0","0","0","0","0","24,626","13,794","3,003","24,753","13,765"
"6219","水道光熱費","0","0","0","0","0","0","0","543,005","603,645","388,759","441,708","463,943"
"6221","租税公課","0","0","0","0","0","0","0","1,000","1,000","3,000","1,000","2,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","60,000","30,000","30,000","30,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","215,726","382,200","272,381","196,764","112,644"
"6227","管理諸費","0","0","0","0","0","0","0","81,296","48,534","75,534","55,964","77,634"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","1,000","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","4,635,308","5,218,354","5,654,312","6,060,658","4,512,704"
,"営業利益（損失）","0","0","0","0","0","0","0","369,701","-309,484","2,506,316","121,988","103,774"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","369,701","-309,484","2,506,316","121,988","103,774"
