"ｺｰﾄﾞ","勘定科目名"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"
"6311","雑給","340,950","288,600","324,000","263,250","297,450","337,650","308,725","332,025","360,875","286,600","187,225","260,600"
"6112","旅費交通費","82,373","84,307","88,830","77,412","95,976","63,970","29,158","55,053","52,153","50,615","60,640","60,065"
"6113","広告宣伝費","173,232","58,955","53,545","62,614","301,727","535,400","63,545","105,272","195,455","63,091","59,000","63,432"
"6114","販売促進費","42,512","5,035","68,110","5,000","5,000","465,811","471,890","5,000","9,713","5,000","6,007","5,000"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","3,871,162","3,769,209","4,016,350","3,482,893","2,728,824","3,361,062","2,348,826","3,410,514","3,192,352","2,628,445","900,000","993,654"
"6117","支払手数料","807,053","1,130,765","356,342","1,023,517","1,300,729","1,225,431","1,151,513","1,428,144","1,155,317","1,670,332","1,020,996","1,131,998"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","2,591,241","0","0","0","433,333","433,333","433,333","433,333","0","-743,332"
"6312","法定福利費","632,768","632,768","1,039,047","655,965","669,207","680,249","674,643","632,613","528,861","584,137","584,137","593,365"
"6226","厚生費","0","16,362","0","0","0","0","0","0","0","0","0","10,982"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","677,982","677,982","677,982","677,982","677,982","677,982","677,982","677,982","677,982","677,982","677,982","-489,332"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,611,636","3,163,636","2,011,636","2,611,636","2,611,636","2,611,636","2,611,636","2,611,636","2,611,636","2,611,636","2,563,636","2,611,636"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","42,798","0","0","54,710","6,181","0","0","0","0","6,440","0"
"6218","通信交通費","15,028","239,403","0","142,806","112,810","242,099","147,912","165,094","172,715","19,095","293,806","162,307"
"6219","水道光熱費","87,866","85,851","81,796","84,942","81,029","76,842","85,959","87,475","93,809","87,870","89,248","88,265"
"6221","租税公課","6,000","10,000","10,000","173,600","10,000","0","10,600","10,000","0","10,000","0","10,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","20,000"
"6225","備品消耗品費","168,577","77,392","158,867","91,546","74,352","248,568","194,754","166,668","140,411","117,130","163,027","122,433"
"6227","管理諸費","210,900","17,394","8,400","17,394","808,400","14,894","17,394","53,894","70,894","19,894","14,894","14,894"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,917,554","14,579,123","15,853,949","13,759,054","14,071,296","15,107,866","13,562,533","14,119,387","13,322,118","13,092,367","10,818,914","9,066,778"
,"営業利益（損失）","-2,207,400","-1,818,020","-2,156,845","-53,204","-59,949","-187,538","1,170,799","-3,017,454","-2,476,818","906,541","1,351,701","4,436,125"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","1,167,429"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","1,167,429"
,"経常利益（損失）","-2,207,400","-1,818,020","-2,156,845","-53,204","-59,949","-187,538","1,170,799","-3,017,454","-2,476,818","906,541","1,351,701","3,268,696"
