"ｺｰﾄﾞ","勘定科目名"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"
"6226","厚生費","497,738","190,288","106,384","69,754","21,702","203,696","54,885","1,070","0","4,360","7,180","106,730"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","473,160","259,677","259,677","259,677","259,677","259,677","259,677","259,677","259,677","259,677","259,677","259,677"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","133,640","1,066,144","884,247","892,694","763,318","588,192","570,192","570,192","-293,698","750,577","475,355","516,282"
"6216","修繕／車両関係費","596,500","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","12,970","0","20,700","0","2,480","5,040","2,000","0","245","800","0","1,891"
"6218","通信交通費","0","33,840","5,787","1,187","15,228","0","10,986","5,493","0","10,806","5,483","5,486"
"6219","水道光熱費","0","331,318","640,075","427,898","378,021","329,633","236,161","198,905","87,410","195,151","237,212","260,654"
"6221","租税公課","0","0","0","0","0","0","0","0","200","0","0","0"
"6222","寄付金","0","10,000","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","27,560","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","4,277,277","389,892","295,183","146,432","24,440","84,749","131,252","18,762","17,264","94,980","387,427","120,365"
"6227","管理諸費","164,490","41,805","10,955","4,800","7,200","4,800","4,800","2,400","0","4,800","7,200","5,397"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","10,000","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","8,754,634","7,321,842","6,950,212","6,579,837","5,302,232","4,503,106","4,097,037","2,843,972","2,100,640","3,665,461","3,668,474","3,424,492"
,"営業利益（損失）","-8,754,634","1,163,756","122,261","98,528","371,314","-824,769","-1,181,716","-2,419,301","-655,708","-288,239","-79,781","683,590"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","66,666","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","66,666","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-8,821,300","1,163,756","122,261","98,528","371,314","-824,769","-1,181,716","-2,419,301","-655,708","-288,239","-79,781","683,590"
