"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"6111","給与手当","1,062,000","1,282,000","1,488,740","871,785","1,114,775","1,139,696","757,000","1,091,745","1,033,913","1,287,196","773,500","865,609"
"6311","雑給","1,672,019","1,564,431","1,635,087","1,508,124","1,590,438","1,631,772","1,508,829","1,677,348","1,758,300","2,212,022","2,388,548","1,928,097"
"6112","旅費交通費","97,980","61,815","115,722","74,388","78,808","74,311","67,204","84,083","78,039","93,554","83,859","93,910"
"6113","広告宣伝費","447,713","524,021","551,156","517,306","512,176","575,380","715,472","665,323","631,719","868,244","788,590","688,801"
"6114","販売促進費","71,684","79,280","70,278","76,680","70,925","64,780","61,131","59,182","82,219","81,117","73,211","68,684"
"6115","荷造発送費","0","0","0","0","0","0","300","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","5,524","23,400","2,660","0","5,562","2,981","0"
"6117","支払手数料","268,181","330,065","470,210","339,205","289,939","351,562","387,889","406,306","421,786","387,291","476,456","477,340"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","150,700","85,500","85,500","85,500","85,500","57,000","57,000","-161,000","57,000","57,000"
"6312","法定福利費","282,500","282,410","401,216","326,264","240,502","240,502","247,679","247,679","281,339","313,178","322,268","322,268"
"6226","厚生費","101,850","120,779","33,883","113,333","14,166","51,966","40,132","10,000","72,132","99,547","17,134","9,475"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,560,558","1,560,558","1,560,558","1,560,558","1,560,558","1,560,558","-8,308,494","644,648","644,648","644,648","644,648","644,648"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","933,000","933,000","933,000","933,000","933,000","933,000","933,000","1,316,000","1,316,000","1,316,000","1,316,000","1,316,000"
"6216","修繕／車両関係費","20,425","0","34,500","240,000","73,600","0","21,600","95,500","0","0","38,139","210,550"
"6217","事務用消耗品費","1,868","0","0","0","1,627","0","1,527","0","0","0","0","0"
"6218","通信交通費","19,438","9,130","17,025","17,067","9,136","19,457","19,443","9,134","11,539","9,211","11,547","9,146"
"6219","水道光熱費","805,997","609,719","753,610","621,781","752,518","1,061,267","1,058,378","838,293","862,130","748,776","1,219,697","1,015,913"
"6221","租税公課","0","0","2,000","0","0","0","0","0","2,000","2,000","2,000","2,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","38,892","38,892","38,892","38,892","38,892","38,892","38,938","38,892","38,892","38,892","38,892","38,892"
"6225","備品消耗品費","295,562","529,410","392,023","312,710","376,473","582,457","347,164","421,964","436,452","750,782","363,161","367,513"
"6227","管理諸費","138,720","114,150","164,206","135,480","387,770","136,173","134,650","127,500","134,072","130,092","129,500","114,000"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","30,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","7,818,387","8,039,660","8,812,806","7,772,073","8,130,803","8,552,797","-1,859,258","7,823,257","7,862,180","8,827,112","8,747,131","8,229,846"
,"営業利益（損失）","-1,383,739","-2,502,406","-2,329,500","-2,220,856","-1,887,882","-2,818,295","7,810,029","-524,301","-416,268","487,243","163,724","-1,588,058"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","-63","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","283,333","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","-63","0","0","0","283,333","0","0","0","0","0"
,"経常利益（損失）","-1,383,739","-2,502,406","-2,329,437","-2,220,856","-1,887,882","-2,818,295","7,526,696","-524,301","-416,268","487,243","163,724","-1,588,058"
