"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","52,000","183,236","52,000","52,000","52,000","0","0","0","0","0","0","0"
"6312","法定福利費","230,261","260,274","203,614","199,887","203,526","162,453","203,526","191,874","216,746","222,193","213,659","214,496"
"6226","厚生費","52,987","26,696","88,400","44,700","95,000","0","0","2,250","10,000","34,880","48,050","15,318"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","176,388","176,388","176,388","176,388","176,388","176,388","176,388","176,388","176,388","176,388","115,477","156,715"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","940,909","940,909","940,909","940,909","940,909","591,137","940,909","940,909","940,909","940,909","940,909","940,909"
"6216","修繕／車両関係費","172,300","89,864","207,000","93,500","0","0","0","193,000","0","38,000","88,640","49,000"
"6217","事務用消耗品費","300","6,345","0","0","0","362","0","400","200","0","400","376"
"6218","通信交通費","3,003","13,447","24,059","3,003","24,196","13,142","3,003","22,940","13,088","3,581","13,087","3,079"
"6219","水道光熱費","481,432","793,393","416,311","547,316","318,687","448,097","231,225","327,124","324,088","438,103","492,044","491,477"
"6221","租税公課","5,200","6,000","4,000","4,000","2,000","0","0","0","0","2,000","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","381,014","663,904","358,730","427,504","333,230","443,228","176,148","307,698","422,770","323,879","502,505","387,242"
"6227","管理諸費","274,033","128,074","110,149","129,344","125,149","75,370","23,052","46,764","49,149","183,118","62,149","94,094"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,673,001","7,713,630","6,909,690","6,940,605","6,399,628","4,929,352","4,635,061","5,348,975","5,918,957","6,388,055","6,030,901","6,489,697"
,"営業利益（損失）","3,134,712","4,104,761","3,597,130","2,168,871","1,944,252","-2,297,863","-1,769,661","-143,726","1,156,075","562,253","267,768","2,235,299"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","4,793","0","0","3,468","0","0","2,695","0","0","4,260"
,"営業外収益計","0","0","4,793","0","0","3,468","0","0","2,695","0","0","4,260"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-123","0","0","0","0","0","0","0","598","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","200,000","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","-123","0","0","0","0","0","0","0","598","0","200,000","0"
,"経常利益（損失）","3,134,835","4,104,761","3,601,923","2,168,871","1,944,252","-2,294,395","-1,769,661","-143,726","1,158,172","562,253","67,768","2,239,559"
