"ｺｰﾄﾞ","勘定科目名"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"
"6214","減価償却費","0","449,992","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457","271,457"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","692,274","608,488","533,310","485,046","395,053","379,593","438,573","388,044","420,460","383,132","408,100"
"6216","修繕／車両関係費","0","338,000","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","5,923","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","482","7,218","4,549","7,719","1,682","6,183","9,793","14,996","6,603","5,894","9,223","4,662"
"6219","水道光熱費","0","379,614","467,667","434,470","386,867","349,810","320,428","312,241","373,297","367,798","361,077","362,812"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","30,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","1,200","3,234","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","2,491,429","6,084,356","355,861","132,017","296,637","111,248","151,793","155,087","199,184","79,455","174,857","131,295"
"6227","管理諸費","62,000","270,000","0","0","0","0","0","1,315","1,627","0","4,535","3,954"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","11,000","0","0","0","0","0","14,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,240,039","13,743,254","5,924,808","5,354,623","5,169,588","4,042,795","3,939,518","3,984,081","3,807,376","3,913,333","3,849,736","3,972,308"
,"営業利益（損失）","-4,240,039","-6,056,807","1,491,358","1,634,787","670,762","438,106","413,031","1,485,787","646,877","672,077","537,943","717,071"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","2,500,000","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","2,500,000","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","3,000","0","0","0","-308","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","534,560","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","534,560","3,000","0","0","0","-308","0","0","0","0","0"
,"経常利益（損失）","-4,240,039","-6,591,367","1,488,358","1,634,787","670,762","438,106","413,339","3,985,787","646,877","672,077","537,943","717,071"
