"ｺｰﾄﾞ","勘定科目名"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"
,"当期売上原価","344,520,071","215,368,599","295,041,696","128,165,554","117,730,420","134,565,749","211,720,872","220,718,272","299,682,555","205,823,149","246,184,263","257,134,966"
,"売上総利益","268,374,526","221,636,938","206,332,978","77,050,550","88,517,120","152,832,285","169,837,391","174,127,508","288,886,805","185,997,858","190,572,861","195,225,757"
"6111","給与手当","42,798,916","42,409,841","40,414,963","39,246,770","36,403,638","40,233,195","40,200,036","40,196,496","41,387,606","41,585,291","41,404,038","40,696,719"
"6311","雑給","49,643,752","45,737,548","41,940,394","28,663,765","27,460,899","32,499,498","35,324,006","36,131,194","-51,391,167","38,003,952","37,555,481","38,881,134"
"6112","旅費交通費","1,879,686","3,295,449","2,896,869","1,990,477","1,145,049","2,412,752","2,386,006","2,400,169","2,919,622","2,975,635","2,709,960","2,688,275"
"6113","広告宣伝費","17,451,435","16,379,992","18,876,836","6,441,147","5,408,598","11,100,476","10,687,183","11,360,165","12,010,151","14,436,283","13,992,220","15,800,598"
"6114","販売促進費","3,455,007","2,986,021","3,671,241","1,312,573","691,060","1,607,085","1,726,402","1,684,583","1,898,769","1,893,961","2,507,668","2,985,529"
"6115","荷造発送費","313,333","407,189","307,517","202,096","205,628","280,770","310,858","303,230","289,101","307,662","275,253","333,092"
"6116","外注費","3,151,479","4,137,525","4,568,260","1,640,962","1,120,773","4,670,306","5,142,156","4,401,186","4,369,186","4,371,162","4,432,973","5,440,846"
"6117","支払手数料","16,422,251","11,401,305","12,941,979","6,656,230","5,816,712","8,133,114","10,278,109","9,887,995","10,824,410","11,229,653","14,222,287","12,975,090"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","8,330,000","8,330,000","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001","1,664,001","-225,999","1,664,001","1,675,001","850,002"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","3,042,882","2,929,882","2,929,882","-5,786,961","0","0","0","0","0","0","0","12,941,329"
"6312","法定福利費","8,483,266","7,643,537","9,910,513","8,676,049","7,849,121","8,078,224","10,464,723","3,948,574","11,975,853","7,017,902","6,451,788","8,690,392"
"6226","厚生費","3,318,279","18,110,619","6,452,023","4,752,851","727,583","2,634,933","1,523,593","1,546,335","5,696,540","3,239,685","4,943,885","1,164,796"
"6119","退職金","0","0","300,000","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","19,238,822","13,543,303","13,692,182","13,692,182"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","28,223,426","27,734,250","27,610,181","19,781,523","15,244,027","26,792,285","25,396,693","26,660,226","24,484,526","23,892,396","24,452,419","24,739,478"
"6216","修繕／車両関係費","2,102,582","2,703,957","10,473,979","606,902","422,914","2,049,427","1,021,308","1,430,431","2,982,540","1,582,442","3,909,293","4,751,480"
"6217","事務用消耗品費","70,754","190,595","163,996","137,446","39,827","115,463","71,950","68,496","41,645","58,265","137,594","81,135"
"6218","通信交通費","1,361,650","295,239","1,320,464","839,623","316,713","1,134,859","723,229","752,211","761,357","310,535","1,311,657","325,891"
"6219","水道光熱費","13,372,841","12,597,298","11,838,916","10,648,456","7,536,522","6,716,054","9,284,943","11,003,419","11,509,895","10,920,844","9,743,695","8,577,308"
"6221","租税公課","701,061","201,736","194,725","3,884,200","1,310,263","1,259,300","4,285,391","121,843","10,274,287","27,200","80,478","36,050"
"6222","寄付金","29,000","10,000","20,000","0","23,000","30,000","5,000","90,000","13,000","20,000","30,000","9,000"
"6223","接待交際費","569,011","1,088,004","633,197","290,486","144,500","400,081","427,709","435,046","610,085","863,734","530,392","763,018"
"6224","保険料","970,647","1,080,887","994,747","780,567","793,567","780,567","788,987","807,677","1,854,158","987,257","860,027","933,973"
"6225","備品消耗品費","8,866,293","8,084,109","9,674,318","-7,385,589","4,938,557","7,978,865","7,743,007","9,799,823","15,384,737","8,933,461","11,002,330","11,659,608"
"6227","管理諸費","7,144,348","6,406,383","6,727,146","7,854,381","2,294,967","2,189,280","4,091,279","3,585,299","4,789,453","4,546,603","5,906,866","4,679,915"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","217,300","334,633","148,300","440,600","176,800","283,960","276,800","90,800","66,800","333,300","143,800","168,800"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","17,150","0","0"
"6231","雑費","8,200","0","0","2,000","0","25,118","182","182","4,213","17,199","0","30,195"
,"販売費及び一般管理費計","236,857,131","239,425,731","238,270,178","149,621,287","136,664,451","177,999,345","188,753,283","183,299,113","131,769,590","192,778,876","201,971,287","213,895,835"
,"営業利益（損失）","31,517,395","-17,788,793","-31,937,200","-72,570,737","-48,147,331","-25,167,060","-18,915,892","-9,171,605","157,117,215","-6,781,018","-11,398,426","-18,670,078"
"7111","受取利息","5","405,860","313","22","75,008","1,017,123","16","76,512","-132,886","8","6","12"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","36,000,000","0","1,938","0","1,210","0","0","75,000","3,000,000"
"7118","雑収入","735,469","3,969,501","2,025,806","3,583,660","5,811,352","6,442,307","740,446","697,394","6,172,361","7,237,651","2,650,076","2,703,996"
,"営業外収益計","735,474","4,375,361","2,026,119","39,583,682","5,886,360","7,461,368","740,462","775,116","6,039,475","7,237,659","2,725,082","5,704,008"
"7511","支払利息","302,216","404,005","337,969","250,487","507,801","558,266","244,247","702,033","730,262","499,306","364,786","-734,863"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","1,905","-3,465","32,177","-591","-98","-3,456","1,301","7,297","-38,443","3,417","-1,964","540"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","10,230,836","0","0","0"
"7519","雑損失","0","0","169,260","0","1,200,000","0","97,799","0","38,912","0","0","0"
,"営業外費用計","304,121","400,540","539,406","249,896","1,707,703","554,810","343,347","709,330","10,961,567","502,723","362,822","-734,323"
,"経常利益（損失）","31,948,748","-13,813,972","-30,450,487","-33,236,951","-43,968,674","-18,260,502","-18,518,777","-9,105,819","152,195,123","-46,082","-9,036,166","-12,231,747"
