"ｺｰﾄﾞ","勘定科目名"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"
,"販売費及び一般管理費計","27,226,472","41,077,108","36,432,814","32,514,808","16,630,991","19,409,207","23,393,526","13,315,627","-58,830,225","17,712,395","23,909,033","21,491,756"
,"営業利益（損失）","-20,057,151","-27,535,715","-28,368,688","-28,489,458","-6,374,098","-10,158,416","-15,599,359","-5,038,884","191,044,764","-11,043,330","-17,801,146","-14,751,162"
"7111","受取利息","5","405,860","313","22","75,008","1,017,123","16","76,348","-132,886","8","6","12"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","36,000,000","0","1,938","0","1,210","0","0","75,000","3,000,000"
"7118","雑収入","177,759","3,501,039","606,016","3,217,542","5,329,510","5,908,715","329,332","356,802","5,807,374","6,883,922","853,715","383,889"
,"営業外収益計","177,764","3,906,899","606,329","39,217,564","5,404,518","6,927,776","329,348","434,360","5,674,488","6,883,930","928,721","3,383,901"
"7511","支払利息","302,216","404,005","337,969","250,487","507,801","558,266","244,247","702,033","730,262","499,306","364,786","-734,863"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-2,872","28,270","0","0","-3,276","0","-13,824","-38,869","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","1,000,000","0","0","0"
"7519","雑損失","0","0","169,260","0","1,200,000","0","97,799","0","38,912","0","0","0"
,"営業外費用計","302,216","401,133","535,499","250,487","1,707,801","554,990","342,046","688,209","1,730,305","499,306","364,786","-734,863"
,"経常利益（損失）","-20,181,603","-24,029,949","-28,297,858","10,477,619","-2,677,381","-3,785,630","-15,612,057","-5,292,733","194,988,947","-4,658,706","-17,237,211","-10,632,398"
