"ｺｰﾄﾞ","勘定科目名"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"
,"営業外収益計","1,571,833","48,662","39,572","168,682","134,918","31,058","31,399","30,481","30,524","30,481","48,663","31,063"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損等","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","438","0","0","4,631","0","0","2,187","0","0","0","0","4,200"
,"営業外費用計","438","0","0","4,631","0","0","2,187","0","0","0","0","4,200"
,"経常利益（損失）","10,259,705","2,225,800","-615,478","-4,818,695","-5,603,899","2,489,926","64,154","5,925,727","923,839","9,590,134","1,292,949","3,123,471"
