"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"6116","外注費","500,000","500,000","644,000","368,000","1,157,875","839,955","500,000","1,258,375","500,000","527,440","500,000","500,000"
"6117","支払手数料","1,453,825","1,275,222","1,159,347","791,775","4,137,983","1,141,910","457,602","7,928,406","680,865","360,347","606,105","3,179,853"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","850,002","850,002","450,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,080,000","0","0","0","0","0","150,000","0","0","5,809,658","0","0"
"6312","法定福利費","-300,860","-42,952","-351,918","-757,335","-281,382","7,917,966","-1,403,601","-553,789","-88,709","-242,862","-633,392","-170,549"
"6226","厚生費","813,376","423,259","212,086","17,019,230","5,701,157","6,261,663","4,861,387","1,287,402","233,481","263,790","383,824","930,091"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","2,000,000"
"6214","減価償却費","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787","2,599,397","4,214,227","4,214,227"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","-137,575","-61,818","-107,273","58,182","-164,545","-186,364","-289,091","-241,364","350,670","-75,455","-175,455","974,545"
"6216","修繕／車両関係費","4,454,980","100,970","4,631,609","4,915,670","162,764","52,738","232,000","459,043","818,212","417,200","12,729","68,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","96,493","230,388","377,294","302,485","216,454","171,208","217,601","25,602","351,763","622,212","84,441","354,988"
"6219","水道光熱費","290,094","144,417","281,344","182,914","147,197","119,026","212,641","115,106","230,249","-5,959,252","212,232","116,441"
"6221","租税公課","9,900","0","1,282","75,400","442,112","1,088,826","0","136,000","521,000","3,019,010","0","255,600"
"6222","寄付金","9,000","9,000","0","0","0","30,000","30,000","0","0","0","0","0"
"6223","接待交際費","759,818","547,105","267,114","604,877","522,156","424,514","570,566","1,340,221","838,216","753,853","780,303","1,086,615"
"6224","保険料","27,906","-116,200","-119,430","-109,480","-138,820","-163,230","-178,230","-144,328","-114,338","-21,994","-125,288","-44,080"
"6225","備品消耗品費","179,233","213,783","135,049","85,621","270,630","38,865","44,902","-32,451","367,851","-49,251","479,419","48,285"
"6227","管理諸費","1,781,785","1,158,061","2,230,686","1,127,449","713,832","1,290,528","878,272","1,141,109","2,211,437","2,337,019","307,949","5,200,518"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","30,000","44,000","20,000","20,000","385,840","143,000","141,000","217,000","34,000","36,000","207,000","60,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","135,898","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","9,000","0"
,"販売費及び一般管理費計","21,490,607","15,135,150","21,875,702","35,228,165","21,942,032","29,766,366","16,269,823","23,108,554","16,926,491","-19,797,478","11,606,587","22,864,465"
,"営業利益（損失）","-14,545,013","-13,597,271","-10,524,376","-25,634,102","-12,994,745","-23,506,314","-7,949,172","-14,061,087","-1,357,240","91,925,982","-1,628,558","-14,201,234"
"7111","受取利息","12","17","77,489","455","1","9","833,348","833,356","835,047","919,253","2,103,091","833,481"
"7112","為替差益","0","0","0","0","0","0","0","0","0","2,358,508","2,567,311","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","3,000,000","0","509","0","12,000,000","91","9,490,200","0","0","-75,400","0","10,000,000"
"7118","雑収入","161,989","3,907,813","14,255,081","1,202,512","2,494,792","4,213,647","14,639,924","1,190,099","3,793,002","9,430,966","486,808","1,811,899"
,"営業外収益計","3,162,001","3,907,830","14,333,079","1,202,967","14,494,793","4,213,747","24,963,472","2,023,455","4,628,049","12,633,327","5,157,210","12,645,380"
"7511","支払利息","-734,863","459,562","759,830","157,392","542,847","542,245","90,769","539,332","545,381","1,612,659","-163,142","684,897"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-35,238","0","0","0","0","0","0","0","5,606","1,300","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","1,000,000","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","-734,863","424,324","759,830","157,392","542,847","542,245","90,769","539,332","545,381","2,618,265","-161,842","684,897"
,"経常利益（損失）","-10,648,149","-10,113,765","3,048,873","-24,588,527","957,201","-19,834,812","16,923,531","-12,576,964","2,725,428","101,941,044","3,690,494","-2,240,751"
