"ｺｰﾄﾞ","勘定科目名"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","10,759,515","11,441,797","11,252,059","11,614,945","10,902,514","11,150,103","14,547,213","13,056,964","11,360,945","11,544,755","10,796,866","11,142,060"
,"営業利益（損失）","-3,025,128","-1,965,749","-2,224,448","-3,645,581","-354,109","1,047,854","2,611,635","2,914,222","-1,026,746","405,145","89,871","361,880"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","85,832","3,623","5,444","5,374","3,178","5,026","3,637","5,930","3,735","4,930","5,679","4,025"
,"営業外収益計","85,832","3,623","5,444","5,374","3,178","5,026","3,637","5,930","3,735","4,930","5,679","4,025"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","100,000","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","100,000","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-2,939,296","-1,962,126","-2,219,004","-3,740,207","-350,931","1,052,880","2,615,272","2,920,152","-1,023,011","410,075","95,550","365,905"
