"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,583","50,583","-128,917","50,583","50,583","50,583","50,583","50,583","50,583","50,583","50,583","50,583"
"6312","法定福利費","217,984","243,229","257,254","258,283","258,283","258,283","309,977","311,472","420,441","311,472","311,472","372,130"
"6226","厚生費","5,000","65,678","71,184","10,384","10,384","11,733","57,315","83,733","34,533","11,733","119,733","141,718"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","171,206","171,206","171,206","171,206","171,206","171,206","171,206","171,206","171,206","171,206","171,206","1,173,948"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909","940,909"
"6216","修繕／車両関係費","40,000","45,000","0","0","4,090,400","600,300","0","44,000","33,000","765,500","62,000","151,300"
"6217","事務用消耗品費","0","0","0","600","0","0","0","0","1,364","0","0","0"
"6218","通信交通費","12,948","13,170","3,003","23,778","13,070","13,131","3,003","13,210","13,426","13,273","13,371","3,003"
"6219","水道光熱費","678,869","469,537","612,757","653,224","614,712","441,160","557,739","360,541","541,386","376,306","621,713","526,112"
"6221","租税公課","0","0","2,000","0","0","4,000","0","0","0","0","0","0"
"6222","寄付金","0","0","0","30,000","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","343,853","568,639","661,035","476,980","3,327,652","525,947","630,429","481,278","487,145","501,741","668,334","1,184,930"
"6227","管理諸費","196,346","242,987","172,387","109,567","259,220","154,783","223,331","168,496","210,182","167,205","214,210","169,235"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","5,000","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,512,706","6,713,608","7,216,620","6,152,084","14,037,080","7,703,497","6,956,042","6,756,249","7,031,855","7,435,025","7,845,646","9,026,304"
,"営業利益（損失）","1,963,238","1,925,516","4,000,914","744,470","-6,797,902","2,092,378","793,848","1,471,493","564,782","1,263,998","1,349,441","-1,516,911"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","3,484","130,909","0","19,326","16,364","16,364","21,298","16,364","32,727","25,393","21,818","27,273"
,"営業外収益計","3,484","130,909","0","19,326","16,364","16,364","21,298","16,364","32,727","25,393","21,818","27,273"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","200,000"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","200,000"
,"経常利益（損失）","1,966,722","2,056,425","4,000,914","763,796","-6,781,538","2,108,742","815,146","1,487,857","597,509","1,289,391","1,371,259","-1,689,638"
