"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","1,384,645","1,307,754","1,364,349","1,386,826","1,213,963","1,317,769","1,258,620","1,377,879","1,274,449","1,424,316","1,213,033","1,138,162"
"6112","旅費交通費","79,097","87,125","76,632","76,344","68,586","87,983","85,575","77,166","74,316","80,325","77,950","79,557"
"6113","広告宣伝費","300,136","289,000","401,255","328,700","300,200","423,745","500,700","367,745","303,400","466,200","482,773","775,300"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","777,005","377,923","551,716","345,422","579,313","386,198","508,193","712,138","327,085","375,462","489,893","479,776"
"6116","コンペ参加諸費","20,895","70,022","74,292","38,680","37,776","69,017","65,751","20,045","92,634","42,136","38,058","93,345"
"6117","プレイ器具費","51,850","163,200","42,281","220,960","18,991","5,000","48,364","39,200","293,250","673,804","15,855","101,460"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","567,000","567,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","2,084,841","2,047,128","2,090,409","1,981,705","1,997,236","2,127,272","2,060,205","2,288,723","2,038,752","2,274,245","2,234,177","2,298,319"
"6213","従業員賞与","188,000","158,560","188,000","188,000","188,000","188,000","188,000","188,000","-338,813","188,000","188,000","188,000"
"6312","法定福利費","461,289","437,961","-30,567","320,137","320,453","320,282","318,959","319,013","232,169","771,350","320,529","281,729"
"6226","厚生費","22,079","25,000","72,684","13,059","9,380","32,019","9,380","9,380","9,380","9,380","9,380","95,887"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","682,761","682,761","1,699,546","664,372","664,372","769,950","664,372","1,526,355","664,372","664,372","664,372","664,372"
"6216","修繕費","437,530","74,000","169,960","180,230","124,000","697,530","36,230","261,030","183,182","710,390","86,440","145,385"
"6217","事務用消耗品費","72,427","35,290","34,503","39,055","36,885","37,573","14,693","37,317","68,985","44,555","37,050","31,361"
"6218","通信交通費","47,775","29,335","37,697","39,980","42,819","39,349","51,695","33,818","32,086","39,195","32,088","32,122"
"6219","水道光熱費","266,375","307,408","260,434","443,023","438,116","544,178","405,177","369,194","268,484","302,507","348,269","410,309"
"6221","租税公課","3,000","71,000","117,600","0","185,000","35,600","9,420","216,900","0","0","210,000","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","5,111","0","0","0","1,900","12,446","0","5,957","0","6,363"
"6224","保険料","60,700","67,760","96,610","114,460","48,430","20,010","54,675","0","0","0","0","140,280"
"6225","備品消耗品費","65,275","36,097","117,364","97,170","112,477","99,790","55,794","51,496","789,848","453,382","140,313","149,344"
"6227","管理諸費","147,600","998,600","489,372","172,800","289,020","91,800","91,800","191,800","91,800","91,800","91,800","171,800"
"6228","寄附金","4,545","0","0","5,455","0","20,000","1,000","5,000","0","5,000","0","40,000"
"6229","その他の一般管理費","15,500","48,500","15,500","48,500","32,000","32,000","15,500","48,500","32,000","15,500","48,500","32,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","110,291","98,883","78,339","112,374","90,127","104,436","115,062","141,912","105,072","132,419","91,305","108,470"
,"販売費及び一般管理費計","8,350,616","8,480,307","9,083,087","7,947,252","7,927,144","8,579,501","7,691,065","9,425,057","7,672,451","9,900,295","7,949,785","8,593,341"
,"営業利益（損失）","2,642,095","1,947,741","710,757","1,644,643","1,160,430","1,834,938","2,830,098","2,426,557","1,895,774","-458,053","1,383,594","-617,409"
"7111","受取利息","0","0","0","0","66","138","0","0","0","0","76","176"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","2,000","26","0","0","0","0","0","365,981","0","0","0","0"
,"営業外収益計","2,000","26","0","0","66","138","0","365,981","0","0","76","176"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","400,000","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","400,000","0","0","0","0","0","0","0","0"
,"経常利益（損失）","2,644,095","1,947,767","710,757","1,244,643","1,160,496","1,835,076","2,830,098","2,792,538","1,895,774","-458,053","1,383,670","-617,233"
