"ｺｰﾄﾞ","勘定科目名"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"
,"売上総利益","15,163,025","5,810,965","5,814,220","11,330,360","12,315,152","13,944,645","11,521,390","12,889,713","12,374,292","13,066,843","11,693,124","10,207,183"
"6111","給与手当","1,905,300","1,867,123","1,740,370","1,875,587","1,764,957","2,149,008","1,910,007","2,013,667","1,939,000","1,936,000","1,936,000","1,784,000"
"6311","雑給","3,342,583","2,008,999","1,989,219","2,589,363","2,824,263","2,680,489","2,735,646","2,750,121","2,763,552","2,794,361","2,450,752","2,133,138"
"6112","旅費交通費","104,669","86,233","61,626","99,495","96,339","104,207","111,282","101,653","88,191","105,855","95,515","92,945"
"6113","広告宣伝費","1,156,452","568,388","492,894","1,140,251","899,222","1,034,962","816,645","1,397,772","1,081,433","1,273,455","963,836","891,214"
"6114","販売促進費","173,556","77,739","41,300","108,694","128,082","117,775","121,168","101,849","137,307","160,196","126,628","178,407"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","771,225","409,876","270,011","662,630","640,312","709,281","644,824","659,589","647,101","696,376","678,642","550,784"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","101,000","0","0","0","0","0","0","0","0","302,500","0","0"
"6312","法定福利費","403,553","372,720","345,714","335,844","384,909","438,494","459,252","457,796","457,796","474,934","429,839","507,796"
"6226","厚生費","97,877","54,750","-4,654","55,730","168,750","11,182","73,250","5,364","117,639","5,000","0","4,500"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","434,817","434,817","434,817","434,817","434,817","434,817","689,571","378,396","378,396","378,396","378,396","378,396"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","549,067","323,966","323,966","323,966","549,067","549,067","549,067","549,067","549,067","549,067","549,067","549,067"
"6216","修繕／車両関係費","77,000","22,000","0","25,909","3,345","147,640","855,000","11,000","76,600","50,000","137,550","11,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","19,310","25,395","21,359","29,432","25,370","25,995","25,485","21,905","29,532","21,390","25,435","24,054"
"6219","水道光熱費","771,262","555,530","692,367","384,367","699,338","682,483","1,038,078","668,013","663,666","517,239","493,444","722,908"
"6221","租税公課","2,000","0","0","0","0","2,000","0","0","0","0","0","0"
"6222","寄付金","0","0","14,000","0","0","5,000","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568"
"6225","備品消耗品費","653,825","621,012","342,302","741,708","747,194","687,394","894,628","549,584","665,939","1,002,529","441,347","408,717"
"6227","管理諸費","195,279","136,007","406,207","97,854","203,459","163,934","169,279","810,685","248,279","223,825","168,733","206,279"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","50,000","0","0","0","0","20,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","18,290","0"
,"販売費及び一般管理費計","10,837,343","7,643,123","7,250,066","8,984,215","9,697,992","10,022,296","11,171,750","10,555,029","9,922,066","10,589,691","8,972,042","8,521,773"
,"営業利益（損失）","4,325,682","-1,832,158","-1,435,846","2,346,145","2,617,160","3,922,349","349,640","2,334,684","2,452,226","2,477,152","2,721,082","1,685,410"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","200,000","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","200,000","0","0","0","0","0"
,"経常利益（損失）","4,325,682","-1,832,158","-1,435,846","2,346,145","2,617,160","3,922,349","149,640","2,334,684","2,452,226","2,477,152","2,721,082","1,685,410"
