"ｺｰﾄﾞ","勘定科目名","31年  1月","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","1,019,224","1,020,800","1,065,964","1,069,314","1,079,812","1,034,180","1,083,360","1,009,728","1,059,237","1,042,467","984,778","1,073,189"
"6213","従業員賞与","62,000","62,000","62,000","62,000","62,000","62,000","62,000","62,000","-106,570","50,000","50,000","57,565"
"6312","法定福利費","177,307","341,396","216,666","217,518","173,065","335,520","173,254","173,066","106,150","210,583","203,349","159,851"
"6226","厚生費","6,326","25,074","6,555","6,555","6,555","8,037","6,555","17,851","6,555","14,988","9,282","15,021"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","182,000","182,000","182,000","182,000","182,000","182,000","182,000","182,000","282,738","170,000","170,000","170,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","677,307","677,307","541,809","677,307","812,805","676,007","677,307","677,307","690,496","677,307","677,306","1,854,427"
"6216","修繕費","28,960","225,539","425,926","461,400","19,500","0","0","92,593","128,741","160,000","9,551","40,000"
"6217","事務用消耗品費","9,242","16,682","16,711","16,335","27,035","5,279","13,962","13,331","22,815","7,840","7,539","21,840"
"6218","通信交通費","56,445","52,199","61,974","62,277","55,183","57,630","58,711","56,855","43,922","61,356","55,591","56,636"
"6219","水道光熱費","191,024","183,910","192,693","152,908","151,858","119,238","168,728","144,797","156,643","142,009","116,816","158,667"
"6221","租税公課","0","74,000","0","0","78,100","0","77,000","0","6,000","0","0","77,000"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","5,000","0","1,934","0","3,000","11,461","17,031","2,111","11,522","-185","7,121"
"6224","保険料","62,360","60,780","0","48,210","0","0","0","0","329,826","0","33,760","0"
"6225","備品消耗品費","42,589","62,578","16,702","49,865","36,920","151,627","23,187","235,507","33,357","18,273","40,320","44,334"
"6227","管理諸費","277,420","70,800","70,800","70,800","150,800","70,800","70,800","70,800","130,800","70,800","589,250","70,800"
"6228","寄付金","0","0","0","0","5,000","0","0","0","30,000","5,000","5,000","0"
"6229","その他の一般管理費","47,000","17,000","17,000","17,000","17,000","17,000","17,000","17,000","17,217","16,783","17,000","17,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","1,028","0","0","0"
"6231","雑費","54,527","8,809","5,592","16,294","23,144","18,337","59,720","4,553","13,560","28,932","15,236","7,914"
,"販売費及び一般管理費計","3,980,036","4,239,411","4,129,667","4,740,677","4,584,304","4,062,340","3,931,606","4,042,671","4,462,324","4,362,566","4,648,021","8,230,963"
,"営業利益（損失）","484,962","-380,319","731,367","25,518","1,135,546","463,090","462,352","124,555","-205,448","535,049","-452,769","-4,317,305"
"7111","受取利息","0","57","0","0","0","0","0","40","8","0","0","0"
"7112","受入家賃","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","424","0","0","903,060","-853,400","0","112","0"
,"営業外収益計","30,000","30,057","30,000","30,000","30,424","30,000","30,000","933,100","-823,392","30,000","30,112","30,000"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","270","230","370","2,180","1,650","1,450","-80","-370","-1,310","460","1,300","10"
,"営業外費用計","270","230","370","2,180","1,650","1,450","-80","-370","-1,310","460","1,300","10"
,"経常利益（損失）","514,692","-350,492","760,997","53,338","1,164,320","491,640","492,432","1,058,025","-1,027,530","564,589","-423,957","-4,287,315"

