"ｺｰﾄﾞ","勘定科目名"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"
"6112","旅費交通費","2,788,867","3,102,120","2,210,356","2,531,115","2,543,705","2,638,842","2,539,292","2,782,933","2,722,515","2,679,998","3,213,189","2,815,587"
"6113","広告宣伝費","12,439,437","11,164,906","7,538,882","10,819,319","10,709,303","12,043,701","12,038,051","10,540,240","10,681,698","11,103,368","18,680,946","10,769,094"
"6114","販売促進費","3,183,522","1,830,014","1,721,759","1,959,584","2,573,039","2,327,147","2,186,229","2,662,127","3,194,570","2,995,423","2,928,937","3,374,667"
"6115","荷造発送費","409,058","306,974","270,264","318,711","327,584","338,226","332,764","334,576","334,904","333,465","320,037","381,546"
"6116","外注費","4,791,210","3,656,849","3,878,552","4,222,852","3,747,067","2,270,030","2,171,113","4,173,313","5,576,839","4,307,830","3,835,226","3,286,738"
"6117","支払手数料","12,670,920","12,802,033","13,114,472","10,884,991","12,239,640","19,878,140","12,034,439","13,107,721","14,489,414","15,423,963","16,413,704","13,686,414"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","20,650,002","2,700,001","2,700,001"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,600,000","0","0","660,000","496,250","9,838,615","2,442,375","2,232,375","2,442,375","2,454,703","2,707,415","2,707,415"
"6312","法定福利費","6,614,524","6,970,814","6,552,252","7,134,627","6,525,870","8,502,566","7,948,237","9,261,934","5,834,331","13,620,484","6,370,762","6,857,632"
"6226","厚生費","1,779,941","4,350,028","2,238,974","6,073,581","7,320,073","2,433,071","4,923,825","7,436,159","2,357,544","3,917,905","2,807,160","2,791,837"
"6119","退職金","0","0","0","0","0","0","1,600,000","0","0","0","0","0"
"6214","減価償却費","13,936,914","13,936,914","13,936,914","13,936,914","13,936,914","13,936,914","13,936,914","13,936,914","13,936,914","10,402,322","13,499,733","13,499,733"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","26,200,255","25,610,807","25,546,759","25,848,341","25,656,488","26,169,367","25,596,705","25,918,598","26,917,327","27,515,364","27,484,258","27,148,629"
"6216","修繕／車両関係費","1,834,454","555,379","5,700,423","879,331","176,267","4,362,117","2,498,706","1,509,852","4,805,153","3,721,026","2,467,858","3,200,386"
"6217","事務用消耗品費","38,076","57,011","26,279","30,755","33,703","16,369","45,494","20,201","30,142","68,808","14,922","52,521"
"6218","通信交通費","372,701","1,154,647","700,561","676,257","278,520","1,219,507","720,329","294,479","1,164,043","1,458,647","757,460","767,911"
"6219","水道光熱費","10,342,259","12,106,560","11,943,458","10,333,184","10,619,834","11,458,517","11,820,337","12,794,647","16,304,150","22,292,348","15,858,033","14,514,877"
"6221","租税公課","31,400","74,790","34,600","82,500","89,400","4,686,500","73,584","1,183,800","3,203,300","8,925,412","51,200","146,600"
"6222","寄付金","7,000","42,000","0","0","49,000","20,000","0","200,000","100,000","0","33,000","4,000"
"6223","接待交際費","1,933,051","1,614,751","369,276","1,225,931","651,865","1,032,787","902,045","1,883,414","686,414","1,617,270","1,495,288","965,305"
"6224","保険料","698,887","728,177","757,207","750,707","667,947","657,907","660,387","677,637","745,447","2,035,441","915,616","706,956"
"6225","備品消耗品費","11,355,925","6,514,438","6,426,292","7,448,254","8,501,141","7,644,261","7,816,406","7,666,955","14,043,473","16,050,739","8,545,438","8,470,872"
"6227","管理諸費","4,652,601","3,885,945","6,294,913","4,018,348","4,120,287","6,116,848","8,136,999","6,840,554","5,100,418","2,806,432","4,209,502","5,893,992"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","139,800","287,600","51,800","160,300","578,102","343,800","456,800","265,000","204,500","413,300","290,300","319,300"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","539,406","6,650","3,400"
"6231","雑費","3,214","0","0","5,900","10,000","12,908","0","36,500","19,400","3,957","7,000","3,900"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","196,504,337","183,490,938","176,518,890","182,930,070","185,648,695","214,341,724","194,005,358","199,676,176","210,881,288","195,695,330","212,074,938","199,489,341"
,"営業利益（損失）","26,332,232","-14,459,865","-67,556,846","-12,292,247","-16,895,470","-33,333,802","-34,320,117","-17,904,587","-18,401,828","101,673,948","-8,452,505","-4,221,619"
"7111","受取利息","833,344","833,350","1,884,290","833,663","833,415","4,186","4,200","4,196","5,314","2,195,087","4,191","4,168"
"7112","為替差益","0","0","0","0","0","0","0","0","0","2,170,583","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","890","0","0","0","30,000,000","0","1,593","0","2,000,000","267","0","10,000,000"
"7118","雑収入","452,454","1,712,591","481,059","4,143,519","520,367","2,972,371","2,236,279","1,405,155","559,028","341,995,025","2,002,945","2,595,255"
,"営業外収益計","1,286,688","2,545,941","2,365,349","4,977,182","31,353,782","2,976,557","2,242,072","1,409,351","2,564,342","346,360,962","2,007,136","12,599,423"
"7511","支払利息","256,652","674,263","968,443","786,409","810,271","880,101","245,893","976,721","873,094","1,332,817","329,018","952,869"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-34,456","979","-673","38,916","21,160","11,877","368","-440","-12,233","-48,460","33,741","55,936"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","11,229,329","0","0"
"7519","雑損失","0","3,304","31,719,936","0","0","0","18,920","0","0","3,548,158","0","0"
,"営業外費用計","222,196","678,546","32,687,706","825,325","831,431","891,978","265,181","976,281","860,861","16,061,844","362,759","1,008,805"
,"経常利益（損失）","27,396,724","-12,592,470","-97,879,203","-8,140,390","13,626,881","-31,249,223","-32,343,226","-17,471,517","-16,698,347","431,973,066","-6,808,128","7,368,999"
