"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"6111","給与手当","10,222,437","10,194,865","10,614,887","10,370,531","10,294,919","11,576,583","10,137,364","10,127,684","10,229,454","10,511,187","11,623,137","10,849,059"
"6311","雑給","925,675","819,350","759,900","694,500","710,150","679,225","681,413","616,250","611,872","690,725","660,045","640,160"
"6112","旅費交通費","310,096","271,185","238,313","217,483","224,126","212,674","190,313","234,369","183,558","206,960","194,487","190,151"
"6113","広告宣伝費","374,550","242,472","153,944","299,487","325,577","303,649","251,015","406,532","381,661","704,809","135,347","360,861"
"6114","販売促進費","69,004","495,064","256,550","127,522","216,481","667,675","818,593","400,810","547,642","526,552","746,634","566,138"
"6115","荷造発送費","0","1,367","2,270","2,580","840","2,449","8,293","2,749","6,430","1,580","1,686","5,060"
"6116","外注費","3,205,552","3,942,945","926,400","1,851,718","4,099,661","3,094,124","4,291,210","3,021,235","3,332,976","3,722,852","2,912,668","1,770,030"
"6117","支払手数料","609,559","530,507","572,241","676,087","537,184","587,435","523,238","652,027","877,108","581,404","891,929","754,385"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,302,083","1,302,083","0","-3,438,332","0","-1,220,000","0","0","0","660,000","496,250","4,220,208"
"6312","法定福利費","1,821,882","1,906,946","1,906,946","1,846,297","1,810,016","1,810,016","1,810,016","1,838,373","1,890,828","1,857,418","1,856,438","2,283,335"
"6226","厚生費","282,907","95,705","55,321","37,309","131,912","110,691","210,786","595,944","5,000","84,177","187,542","393,456"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,186,461","1,186,461","1,186,461","-1,541,569","704,479","704,479","704,479","704,479","704,479","704,479","704,479","704,479"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","3,821,636","3,821,636","3,773,636","3,821,636","3,821,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,828,545","3,827,636"
"6216","修繕／車両関係費","0","0","12,941","0","60,000","5,000","5,000","14,000","5,000","5,000","0","0"
"6217","事務用消耗品費","0","0","6,440","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","322,551","49,627","382,757","212,195","42,740","392,845","42,572","361,079","195,051","184,506","34,894","420,446"
"6219","水道光熱費","237,541","260,083","288,475","354,781","323,547","300,327","268,406","306,651","337,924","356,703","352,503","316,899"
"6221","租税公課","6,000","11,000","21,000","19,000","12,000","2,000","6,000","10,000","0","14,000","12,000","13,500"
"6222","寄付金","0","0","0","20,000","0","0","0","12,000","0","0","0","0"
"6223","接待交際費","0","0","2,162","0","1,000","0","400","0","0","0","4,540","0"
"6224","保険料","30,000","30,000","30,000","60,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","244,651","223,430","285,207","225,839","349,107","315,125","169,246","158,342","179,980","378,334","357,507","228,910"
"6227","管理諸費","321,330","256,481","62,690","53,091","77,572","62,690","96,206","72,921","81,290","136,068","56,581","58,490"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","40,000","0","0","0","0","10,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","1,336","0","0","0","0","0","0","0","0","0","0","5,500"
,"販売費及び一般管理費計","25,295,251","25,641,207","21,538,541","15,910,155","23,772,947","23,504,623","24,072,186","23,393,081","23,427,889","25,184,390","25,097,212","27,638,703"
,"営業利益（損失）","-764,475","987,853","3,507,317","12,769,802","2,404,913","988,456","2,970,522","18,412","1,452,891","3,816,475","1,791,839","-5,744,765"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","3,799","4,224","3,231","7,326","3,482","5,784","2,671","157,937","3,278","5,895","7,586","4,606"
,"営業外収益計","3,799","4,224","3,231","7,326","3,482","5,784","2,671","157,937","3,278","5,895","7,586","4,606"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","25","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","1,167,429","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","6,556,804","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","7,724,258","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-760,676","992,077","3,510,548","5,052,870","2,408,395","994,240","2,973,193","176,349","1,456,169","3,822,370","1,799,425","-5,740,159"
