"ｺｰﾄﾞ","勘定科目名"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","14,685,100","13,936,159","13,684,885","13,729,308","16,652,348","13,468,986","14,146,157","13,868,975","14,047,848","13,218,160","12,031,687","8,107,290"
,"営業利益（損失）","-3,561,360","-2,422,455","-3,589,670","-2,574,192","-6,867,623","-2,304,003","496,034","3,990,431","1,101,280","-2,614,762","-3,270,644","-4,645,293"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","5,292","6,597","4,944","5,597","7,556","5,653","6,749","4,901","6,818","7,305","4,430","6,054"
,"営業外収益計","5,292","6,597","4,944","5,597","7,556","5,653","6,749","4,901","6,818","7,305","4,430","6,054"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","199","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","199","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-3,556,267","-2,415,858","-3,584,726","-2,568,595","-6,860,067","-2,298,350","502,783","3,995,332","1,108,098","-2,607,457","-3,266,214","-4,639,239"
