"ｺｰﾄﾞ","勘定科目名"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","40,784","109,420","98,568","147,354","147,112","93,773","109,092","120,999","76,750","86,105","120,121","47,180"
,"販売費及び一般管理費計","5,422,943","4,215,579","4,270,977","5,077,421","4,168,987","4,071,771","4,049,982","4,522,864","4,803,990","4,774,292","4,955,933","5,101,590"
,"営業利益（損失）","-801,121","517,903","60,168","298,157","861,237","1,613,190","1,177,609","133,783","-355,172","45,324","947,348","152,663"
"7111","受取利息","0","0","55","27","0","0","0","0","51","17","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","26","27,272","0","0","0","0","250,000","0","0","7,230","0","0"
,"営業外収益計","26","27,272","55","27","0","0","250,000","0","51","7,247","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","400,000","3,430","700","0","0","0","0","0","0","0","0"
,"営業外費用計","0","400,000","3,430","700","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-801,095","145,175","56,793","297,484","861,237","1,613,190","1,427,609","133,783","-355,121","52,571","947,348","152,663"
