"ｺｰﾄﾞ","勘定科目名"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"
"6216","修繕費","30,560","80,570","30,000","49,600","0","0","52,600","30,000","41,510","48,000","41,666","105,000"
"6217","事務用消耗品費","27,900","20,729","11,414","22,855","26,613","26,764","25,093","25,036","30,105","34,988","26,511","37,909"
"6218","通信交通費","23,317","29,618","36,812","24,661","28,934","35,505","31,682","29,476","35,155","22,088","32,160","48,225"
"6219","水道光熱費","235,710","251,147","372,821","468,551","448,543","282,570","245,792","157,725","165,964","113,515","146,285","143,023"
"6221","租税公課","54,350","148,000","6,050","171,450","0","0","263,300","0","130,000","24,550","-18,600","45,175"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","6,000","0","46,827","37,780","12,127","60,664","6,973","10,163","0","101,436","909"
"6224","保険料","34,360","0","44,310","97,440","0","0","0","0","0","8,650","412,350","60,700"
"6225","備品消耗品費","41,118","24,910","34,813","3,509","9,794","12,670","19,729","37,028","34,874","25,060","49,187","24,576"
"6227","管理諸費","367,060","45,900","85,900","156,760","45,900","45,900","95,900","45,900","45,900","91,800","101,800","170,900"
"6228","寄附金","0","18,182","5,000","1,818","0","0","5,000","0","5,000","0","0","12,500"
"6229","その他の一般管理費","16,500","0","33,000","16,500","16,500","0","33,000","16,500","16,500","16,500","0","33,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","4,472","0"
"6231","雑費","54,037","82,023","152,437","149,332","155,974","176,010","92,485","101,268","94,539","91,426","111,975","72,437"
,"販売費及び一般管理費計","3,888,430","5,597,699","3,979,678","4,694,721","4,336,651","3,857,837","4,935,277","3,699,637","4,098,133","3,704,374","4,792,247","4,294,090"
,"営業利益（損失）","1,029,230","-1,446,345","586,738","-388,552","272,563","950,072","162,860","467,282","158,729","314,226","-156,523","573,458"
"7111","受取利息","0","0","0","0","88","0","0","0","0","0","121","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","27,273","0","0","0","0","283,000","0","325","11,943","0"
,"営業外収益計","0","0","27,273","0","88","0","0","283,000","0","325","12,064","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,029,230","-1,446,345","614,011","-388,552","272,651","950,072","162,860","750,282","158,729","314,551","-144,459","573,458"
