"ｺｰﾄﾞ","勘定科目名"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"
"6215","地代家賃・リース料","0","0","0","0","61,183","0","0","897,669","0","0","21,820","5,455"
"6216","修繕費","165,175","2,718","727,200","83,000","352,850","58,800","15,000","157,099","110,830","30,130","55,000","50,000"
"6217","事務用消耗品費","1,610","18,855","2,475","23,599","0","20,403","24,222","3,736","1,635","32,989","10,355","18,074"
"6218","通信交通費","22,047","12,763","18,707","12,654","12,550","15,305","19,029","15,545","12,657","18,700","13,902","12,678"
"6219","水道光熱費","127,517","166,052","111,127","173,121","184,454","233,023","127,678","168,002","121,064","141,499","115,698","169,003"
"6221","租税公課","0","0","132,000","0","132,000","132,000","116,900","0","0","0","114,000","1,600"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","5,593","1,081","0","2,909","0","9,812","22,481","0","0","0","0","0"
"6224","保険料","373,220","15,080","0","0","44,310","0","0","6,000","6,000","6,000","-18,000","393,190"
"6225","備品消耗品費","39,945","51,999","71,719","74,962","80,716","36,401","49,224","48,154","23,053","13,386","105,721","34,860"
"6227","管理諸費","46,800","46,800","46,800","243,170","46,800","46,800","440,300","90,800","46,800","46,800","215,735","105,800"
"6228","寄附金","0","0","0","0","0","0","0","0","0","0","0","20,000"
"6229","その他の一般管理費","0","33,000","0","16,500","16,500","33,000","16,500","16,500","16,500","0","33,000","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","1,251","0","0","0","0","0","0","0"
"6231","雑費","15,550","7,165","9,555","9,919","31,852","14,123","29,142","10,809","8,761","20,397","31,786","37,742"
,"販売費及び一般管理費計","3,705,392","3,567,153","4,410,750","3,375,667","3,667,941","3,308,119","3,470,731","4,110,608","3,655,002","3,398,124","3,680,316","6,786,723"
,"営業利益（損失）","1,374,406","1,580,338","244,662","1,358,763","142,872","1,422,137","1,477,706","1,375,337","1,133,646","1,065,605","1,203,053","-1,701,183"
"7111","受取利息","0","0","0","0","43","159","0","0","0","0","0","117"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","680","0","1,301,185","0","0","0","0","0","0","0"
,"営業外収益計","0","0","680","0","1,301,228","159","0","0","0","0","0","117"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","6,640","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","6,640","0","0","0","0","0","0","0"
,"経常利益（損失）","1,374,406","1,580,338","245,342","1,358,763","1,437,460","1,422,296","1,477,706","1,375,337","1,133,646","1,065,605","1,203,053","-1,701,066"
