"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","302,500","0","0","0","0","0","150,000","0","0","0","0","0"
"6312","法定福利費","308,784","304,345","240,068","290,924","282,515","282,515","287,779","276,675","276,675","273,384","278,774","278,774"
"6226","厚生費","67,473","103,694","13,719","41,440","58,693","3,576","150,085","47,888","5,632","-4,364","14,000","59,396"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","93,607","93,607","93,607","93,607","93,607","93,607","93,607","93,607","93,607","340,317","110,903","110,903"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910"
"6216","修繕／車両関係費","11,000","13,000","0","133,087","204,250","0","45,950","20,400","0","28,000","1,882,787","0"
"6217","事務用消耗品費","4,819","0","3,636","4,959","11,305","5,353","12,725","8,044","4,945","464","4,582","7,249"
"6218","通信交通費","11,178","11,615","10,963","11,022","9,900","12,378","14,591","16,285","13,571","13,203","22,820","13,815"
"6219","水道光熱費","726,179","519,900","774,224","450,384","785,771","427,472","688,484","509,088","808,450","532,038","542,023","536,746"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","6,667","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","120,000","60,000","60,000"
"6225","備品消耗品費","982,326","442,783","728,339","2,390,098","1,053,797","610,270","701,370","853,364","308,553","383,810","541,144","715,641"
"6227","管理諸費","216,327","169,878","205,070","163,360","294,450","170,480","559,019","187,888","202,360","163,095","251,705","194,056"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","4,000","60,000","4,500","0","4,000","18,000","4,000","0","4,000","0","4,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","413","4,000","0","0","0","0","30,580","0"
,"販売費及び一般管理費計","12,756,124","11,230,415","10,405,828","13,377,427","10,921,396","10,275,667","10,303,822","10,276,689","8,974,997","8,988,863","11,701,998","9,693,819"
,"営業利益（損失）","1,495,279","183,759","123,427","1,775,109","-2,511","681,085","-1,146,284","-845,396","-3,447,067","-5,992,222","-1,068,506","-306,236"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","201,454","201,454","194,818","214,181","194,545","194,545","194,545","194,545","194,545","194,545","187,909","201,181"
,"営業外収益計","201,454","201,454","194,818","214,181","194,545","194,545","194,545","194,545","194,545","194,545","187,909","201,181"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","-16"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","83,333","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","83,333","0","-16"
,"経常利益（損失）","1,696,733","385,213","318,245","1,989,290","192,034","875,630","-951,739","-650,851","-3,252,522","-5,881,010","-880,597","-105,039"
