"ｺｰﾄﾞ","勘定科目名"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"
"6224","保険料","10,000","10,000","10,000","10,000","10,000","20,000","10,000","10,000","10,000","10,000","10,000","10,000"
"6225","備品消耗品費","194,754","166,668","140,411","117,130","163,027","122,433","172,727","187,829","24,945","32,251","60,079","156,397"
"6227","管理諸費","17,394","53,894","70,894","19,894","14,894","14,894","17,394","17,394","35,394","14,894","34,894","54,394"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,562,533","14,119,387","13,322,118","13,092,367","10,818,914","9,066,778","13,355,109","12,413,829","13,254,940","12,414,673","12,031,710","13,558,845"
,"営業利益（損失）","1,170,799","-3,017,454","-2,476,818","906,541","1,351,701","4,436,125","-96,711","1,241,633","1,730,480","-772,318","897,356","2,717,735"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","87,000","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","87,000","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","1,167,429","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","1,167,429","0","0","0","0","0","0"
,"経常利益（損失）","1,170,799","-3,017,454","-2,476,818","906,541","1,351,701","3,268,696","-96,711","1,241,633","1,730,480","-685,318","897,356","2,717,735"
