"ｺｰﾄﾞ","勘定科目名"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"
"6231","雑費","0","0","0","0","1,900","0","2,000","0","0","19,400","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","9,693,819","12,098,967","11,598,176","10,410,680","10,369,859","10,716,603","11,951,712","10,977,831","10,366,022","11,246,855","10,779,328","10,965,396"
,"営業利益（損失）","-306,236","1,260,159","-432,228","-3,922,840","1,421,342","-269,944","-1,154,722","-1,733,570","873,439","968,041","-334,468","265,174"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","201,181","181,273","201,182","194,545","194,545","194,545","194,545","194,545","194,545","196,181","200,637","194,273"
,"営業外収益計","201,181","181,273","201,182","194,545","194,545","194,545","194,545","194,545","194,545","196,181","200,637","194,273"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-16","0","0","0","-3","0","0","0","-24","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","-16","0","0","0","-3","0","0","0","-24","0","0","0"
,"経常利益（損失）","-105,039","1,441,432","-231,046","-3,728,295","1,615,890","-75,399","-960,177","-1,539,025","1,068,008","1,164,222","-133,831","459,447"
