"ｺｰﾄﾞ","勘定科目名"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"
"6228","寄附金","0","0","0","4,545","0","0","5,455","0","10,000","1,000","0","0"
"6229","その他の一般管理費","0","0","0","0","33,000","0","33,000","16,500","16,500","0","33,000","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","7,387","54,710","79,451","62,447","59,676","72,121","87,974","78,370","98,254","59,151"
,"販売費及び一般管理費計","0","0","7,387","3,521,283","3,943,934","3,906,956","3,768,230","3,611,442","4,431,826","3,629,162","4,972,452","3,403,575"
,"営業利益（損失）","0","0","-7,387","1,523,051","1,155,336","886,742","936,945","685,448","358,887","1,243,421","508,771","1,157,549"
"7111","受取利息","0","0","0","0","0","0","0","0","79","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","2,000","0","0","0","0","0","0","228,947","0"
,"営業外収益計","0","0","0","2,000","0","0","0","0","79","0","228,947","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","-7,387","1,525,051","1,155,336","886,742","936,945","685,448","358,966","1,243,421","737,718","1,157,549"
