"ｺｰﾄﾞ","勘定科目名"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"
"6221","租税公課","0","1,800","132,000","900","0","0","0","132,000","0","132,000","132,000","116,900"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","1,126","0","1,091","5,593","1,081","0","2,909","0","9,812","22,481"
"6224","保険料","0","0","0","0","0","373,220","15,080","0","0","44,310","0","0"
"6225","備品消耗品費","26,265","15,935","129,409","79,490","131,169","39,945","51,999","71,719","74,962","80,716","36,401","49,224"
"6227","管理諸費","90,800","46,800","46,800","46,800","90,800","46,800","46,800","46,800","243,170","46,800","46,800","440,300"
"6228","寄附金","0","0","0","0","20,000","0","0","0","0","0","0","0"
"6229","その他の一般管理費","0","33,000","16,500","16,500","16,500","0","33,000","0","16,500","16,500","33,000","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","1,251","0","0"
"6231","雑費","13,155","11,682","6,845","11,345","19,484","15,550","7,165","9,555","9,919","31,852","14,123","29,142"
,"販売費及び一般管理費計","3,763,924","3,133,956","3,368,043","3,649,945","4,076,047","3,705,392","3,567,153","4,410,750","3,375,667","3,667,941","3,308,119","3,470,731"
,"営業利益（損失）","1,052,590","1,525,334","1,524,282","834,507","978,731","1,374,406","1,580,338","244,662","1,358,763","142,872","1,422,137","1,477,706"
"7111","受取利息","0","0","0","0","129","0","0","0","0","43","159","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","75,000","0","0","0","0","0","0","680","0","1,301,185","0","0"
,"営業外収益計","75,000","0","0","0","129","0","0","680","0","1,301,228","159","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","6,640","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","6,640","0","0"
,"経常利益（損失）","1,127,590","1,525,334","1,524,282","834,507","978,860","1,374,406","1,580,338","245,342","1,358,763","1,437,460","1,422,296","1,477,706"
