"ｺｰﾄﾞ","勘定科目名"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"
"6113","広告宣伝費","12,038,051","10,540,240","10,681,698","11,103,368","18,680,946","10,769,094","13,237,090","13,238,922","11,425,670","14,698,465","10,513,881","12,926,761"
"6114","販売促進費","2,186,229","2,662,127","3,194,570","2,995,423","2,928,937","3,374,667","3,178,398","2,743,752","3,656,371","3,566,575","3,166,878","1,377,413"
"6115","荷造発送費","332,764","334,576","334,904","333,465","320,037","381,546","390,079","141,600","328,425","468,740","377,035","376,254"
"6116","外注費","2,171,113","4,173,313","5,576,839","4,307,830","3,835,226","3,286,738","4,279,243","4,085,997","3,720,554","5,575,653","3,619,858","1,467,689"
"6117","支払手数料","12,034,439","13,107,721","14,489,414","15,423,963","16,413,704","13,686,414","17,520,059","15,719,162","14,299,087","17,123,856","17,634,189","14,557,354"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","650,002","650,002","650,002","20,650,002","2,700,001","2,700,001","2,700,001","2,700,001","2,700,001","2,700,001","2,700,001","2,700,001"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","2,442,375","2,232,375","2,442,375","2,454,703","2,707,415","2,707,415","-4,285,254","2,658,860","2,292,194","2,673,415","2,649,083","1,628,249"
"6312","法定福利費","7,948,237","9,261,934","5,834,331","13,620,484","6,370,762","6,857,632","7,230,279","9,978,329","7,086,062","7,082,486","7,574,955","5,806,245"
"6226","厚生費","4,923,825","7,436,159","2,357,544","3,917,905","2,807,160","2,791,837","2,721,432","2,721,844","3,637,785","7,598,586","5,233,998","3,042,972"
"6119","退職金","1,600,000","0","0","0","0","0","500,000","0","0","0","0","0"
"6214","減価償却費","13,936,914","13,936,914","13,936,914","10,402,322","13,499,733","13,499,733","13,499,733","13,499,733","13,499,733","13,499,733","12,710,568","13,010,138"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","25,596,705","25,918,598","26,917,327","27,515,364","27,484,258","27,148,629","27,627,830","27,786,815","27,095,150","28,309,621","27,500,431","24,321,159"
"6216","修繕／車両関係費","2,498,706","1,509,852","4,805,153","3,721,026","2,467,858","3,200,386","3,295,748","2,053,201","5,787,397","3,241,506","1,258,876","3,022,779"
"6217","事務用消耗品費","45,494","20,201","30,142","68,808","14,922","52,521","16,165","28,349","18,245","5,316","35,266","33,350"
"6218","通信交通費","720,329","294,479","1,164,043","1,458,647","757,460","767,911","336,337","1,376,376","891,906","968,600","849,781","1,009,209"
"6219","水道光熱費","11,820,337","12,794,647","16,304,150","22,292,348","15,858,033","14,514,877","13,565,809","16,594,283","17,134,573","15,041,300","13,232,043","12,751,934"
"6221","租税公課","73,584","1,183,800","3,203,300","8,925,412","51,200","146,600","55,800","157,000","140,200","402,900","937,892","3,993,800"
"6222","寄付金","0","200,000","100,000","0","33,000","4,000","59,000","56,000","0","0","30,000","0"
"6223","接待交際費","902,045","1,883,414","686,414","1,617,270","1,495,288","965,305","1,666,005","1,357,965","1,302,487","598,437","1,012,672","946,941"
"6224","保険料","660,387","677,637","745,447","2,035,441","915,616","706,956","616,516","644,786","661,366","679,306","631,276","437,556"
"6225","備品消耗品費","7,816,406","7,666,955","14,043,473","16,050,739","8,545,438","8,470,781","12,042,294","8,788,036","11,662,147","9,769,585","10,146,073","9,165,962"
"6227","管理諸費","8,136,999","6,840,554","5,100,418","2,806,432","4,209,502","5,923,067","3,850,683","4,947,372","5,037,430","7,902,312","4,250,768","4,070,760"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","456,800","265,000","204,500","413,300","290,300","319,300","205,800","238,000","185,300","253,000","634,500","422,460"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","539,406","6,650","3,400","0","0","0","0","0","0"
"6231","雑費","0","36,500","19,400","3,957","7,000","3,900","5,000","4,145","36,157","23,550","20,676","30,000"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","194,005,358","199,676,176","210,881,288","195,695,330","212,074,938","199,518,325","212,514,772","212,539,876","208,677,682","227,709,169","209,126,549","188,825,894"
,"営業利益（損失）","-34,320,117","-17,904,587","-18,401,828","101,673,948","-8,452,505","-4,051,122","31,910,769","5,366,009","-20,216,596","15,944,938","957,750","-4,928,845"
"7111","受取利息","4,200","4,196","5,314","2,195,087","4,191","4,168","4,342","4,192","2,152","6,444","64","33"
"7112","為替差益","0","0","0","2,170,583","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","1,593","0","2,000,000","267","0","10,000,000","593","20,000,000","0","0","0","0"
"7118","雑収入","2,236,279","1,405,155","559,028","341,995,025","2,002,945","2,595,255","1,329,905","2,065,248","526,030","1,556,136","689,101","1,579,786"
,"営業外収益計","2,242,072","1,409,351","2,564,342","346,360,962","2,007,136","12,599,423","1,334,840","22,069,440","528,182","1,562,580","689,165","1,579,819"
"7511","支払利息","245,893","976,721","873,094","1,332,817","329,018","952,869","429,947","1,053,154","907,180","945,063","975,281","1,095,006"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","368","-440","-12,233","-48,460","33,741","55,936","-47,317","-18,972","1,604","52,970","36,666","13,474"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","11,229,329","0","0","0","0","0","0","1,030,999","0"
"7519","雑損失","18,920","0","0","3,548,158","0","0","0","310,000","3,000","0","0","0"
,"営業外費用計","265,181","976,281","860,861","16,061,844","362,759","1,008,805","382,630","1,344,182","911,784","998,033","2,042,946","1,108,480"
,"経常利益（損失）","-32,343,226","-17,471,517","-16,698,347","431,973,066","-6,808,128","7,539,496","32,862,979","26,091,267","-20,600,198","16,509,485","-396,031","-4,457,506"
