"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"6218","通信交通費","55,591","56,636","53,645","50,727","54,048","62,570","53,391","53,473","55,723","56,521","63,501","74,230"
"6219","水道光熱費","116,816","158,667","170,530","158,023","157,314","132,989","119,940","129,621","142,314","132,325","193,593","146,273"
"6221","租税公課","0","77,000","0","0","77,000","0","0","75,800","75,000","0","-4,000","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","-185","7,121","0","0","0","0","5,000","0","7,043","0","0","0"
"6224","保険料","33,760","0","176,960","60,780","51,060","0","0","0","0","0","329,394","0"
"6225","備品消耗品費","40,320","44,334","33,951","421,733","41,341","32,763","36,172","41,017","97,653","28,999","12,561","35,238"
"6227","管理諸費","589,250","70,800","314,200","70,800","70,800","70,800","150,800","70,800","70,800","70,800","130,800","70,800"
"6228","寄付金","5,000","0","0","0","0","0","0","0","0","0","0","5,000"
"6229","その他の一般管理費","17,000","17,000","17,000","17,000","17,000","17,000","15,500","15,500","15,500","15,500","15,500","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","2,925","0"
"6231","雑費","15,236","7,914","5,668","41,232","6,532","86,479","10,918","14,800","34,205","4,500","28,400","29,236"
,"販売費及び一般管理費計","4,648,021","8,230,963","4,212,252","4,650,669","4,199,921","3,847,969","3,723,492","3,702,867","4,208,560","3,817,198","4,019,096","4,635,991"
,"営業利益（損失）","-452,769","-4,317,305","13,622","-693,269","541,417","527,446","1,000,067","1,106,978","1,487,732","869,612","1,185,666","1,123,654"
"7111","受取利息","0","0","0","37","15","0","0","0","0","12","25","0"
"7112","受入家賃","30,000","30,000","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","112","0","396,630","706,364","0","0","75,000","0","0","0","-393,396","0"
,"営業外収益計","30,112","30,000","396,630","706,401","15","0","75,000","0","0","12","-393,371","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","1,300","10","-570","80","399,450","840","-1,570","0","0","0","0","0"
,"営業外費用計","1,300","10","-570","80","399,450","840","-1,570","0","0","0","0","0"
,"経常利益（損失）","-423,957","-4,287,315","410,822","13,052","141,982","526,606","1,076,637","1,106,978","1,487,732","869,624","792,295","1,123,654"
