"ｺｰﾄﾞ","勘定科目名"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","13,319,823","22,611,467","21,215,875","21,300,703","20,327,708","20,132,578","20,816,359","21,055,417","20,538,981","20,007,760","19,629,007","19,746,313"
"6216","修繕／車両関係費","138,000","1,888,854","371,345","739,240","1,809,553","1,602,490","1,375,700","296,500","1,294,065","1,139,145","631,760","1,476,990"
"6217","事務用消耗品費","18,157","41,778","66,950","62,674","35,841","58,265","51,999","81,135","67,933","23,040","92,213","109,324"
"6218","通信交通費","227,147","530,494","353,959","368,767","391,357","201,806","612,155","185,255","585,814","334,283","719,149","377,284"
"6219","水道光熱費","7,271,504","6,205,013","8,755,058","10,260,961","14,030,905","10,205,754","9,244,946","8,042,409","9,805,260","8,755,057","8,704,893","8,267,576"
"6221","租税公課","2,400","9,000","17,891","14,000","4,600","9,000","8,000","13,150","109,900","0","11,900","3,000"
"6222","寄付金","14,000","30,000","0","90,000","0","0","30,000","0","10,000","0","0","69,000"
"6223","接待交際費","10,000","0","1,000","4,200","3,234","24,222","0","3,200","4,509","0","0","4,949"
"6224","保険料","891,067","891,067","891,067","891,067","922,731","876,067","891,067","876,067","891,067","891,067","891,067","891,067"
"6225","備品消耗品費","4,654,608","7,722,072","7,356,461","9,467,384","14,466,699","8,563,114","10,692,618","11,123,793","6,104,847","6,094,610","13,995,471","11,493,414"
"6227","管理諸費","1,675,147","1,730,062","3,230,951","2,484,977","3,214,057","3,000,153","2,030,894","2,646,649","2,569,365","2,333,193","2,382,354","2,913,357"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","81,800","71,800","114,800","50,800","42,800","116,300","63,800","98,800","124,200","105,800","50,300","126,300"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","17,150","0","0","0","0","0","0"
"6231","雑費","0","3,300","0","0","4,213","17,199","0","30,195","20,290","0","11,485","19,249"
,"販売費及び一般管理費計","103,977,819","134,246,316","139,668,200","144,405,372","162,498,701","149,318,951","152,183,933","158,381,906","139,273,698","127,777,161","145,339,076","139,152,261"
,"営業利益（損失）","-52,191,855","-22,049,758","-6,593,855","-7,245,167","-29,950,071","12,145,775","10,524,786","1,335,846","-15,589,984","-19,849,301","8,459,309","-23,080,115"
"7111","受取利息","0","0","0","164","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","480,457","527,401","408,305","333,870","357,880","346,807","749,408","2,531,841","509,507","1,494,133","2,835,862","416,354"
,"営業外収益計","480,457","527,401","408,305","334,034","357,880","346,807","749,408","2,531,841","509,507","1,494,133","2,835,862","416,354"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-98","-180","1,301","21,121","426","3,417","-2,635","540","-46","-308","-632","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","8,063,407","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","-98","-180","1,301","21,121","8,063,833","3,417","-2,635","540","-46","-308","-632","0"
,"経常利益（損失）","-51,711,300","-21,522,177","-6,186,851","-6,932,254","-37,656,024","12,489,165","11,276,829","3,867,147","-15,080,431","-18,354,860","11,295,803","-22,663,761"
