"ｺｰﾄﾞ","勘定科目名"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"
"6223","接待交際費","71,093","0","0","0","9,588","0","8,565","67,605","0","0","0","0"
"6224","保険料","74,390","74,390","74,390","77,060","77,060","77,060","77,060","77,060","77,060","77,060","108,480","77,060"
"6225","備品消耗品費","293,516","243,328","78,718","542,026","18,818","205,242","93,720","507,208","57,067","222,071","458,204","600,492"
"6227","管理諸費","876,658","200,676","324,639","230,858","238,158","394,837","223,568","197,491","267,491","224,991","141,923","186,882"
"6228","リース／レンタル料","2,848,841","2,907,171","2,907,633","2,939,433","3,185,043","3,313,857","3,548,582","3,617,569","3,629,710","3,534,890","4,240,932","3,369,458"
"6229","諸会費","10,000","10,000","10,000","10,000","17,200","10,000","10,000","10,000","90,000","12,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","2,903,364","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","56,301,848","56,486,600","52,165,712","60,944,907","55,852,732","57,020,588","56,458,199","53,394,695","52,498,898","47,078,258","58,345,392","58,950,152"
,"営業利益（損失）","-4,982,746","-5,738,817","2,458,868","34,942","5,895,246","893,315","9,559,653","1,244,286","3,096,608","19,353,377","1,339,841","5,133,269"
"7111","受取利息","4","4","581","922","4","47","4","4","586","1,092","4","4"
"7112","為替差益等","0","0","0","0","0","0","0","0","0","105,398","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","168,678","134,914","30,477","30,477","30,477","30,477","30,477","48,659","30,477","30,710","30,477","30,477"
,"営業外収益計","168,682","134,918","31,058","31,399","30,481","30,524","30,481","48,663","31,063","137,200","30,481","30,481"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損等","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","4,631","0","0","2,187","0","0","0","0","4,200","0","0","0"
,"営業外費用計","4,631","0","0","2,187","0","0","0","0","4,200","0","0","0"
,"経常利益（損失）","-4,818,695","-5,603,899","2,489,926","64,154","5,925,727","923,839","9,590,134","1,292,949","3,123,471","19,490,577","1,370,322","5,163,750"
